Dataset,MR1,MR2,objfailureRateMR1,objfailureRateMR2,objfailureRateMR1_MR2_combined,objfailureRateMR1_2_composite,classfailureRateMR1,classfailureRateMR2,classfailureRateMR1_MR2_combined,classfailureRateMR1_2_composite,objClassDetectFailureRateMR1,objClassDetectFailureRateMR2,objClassDetectFailureRateMR1_MR2,objClassDetectFailureRateMR12,objDetectCompositeMRUniqueFaults,objClassCompositeMRUniqueFaults,compositeMRUniqueFaults,timeMR1,timeMR2,timeMR12,timeMR12_composite,Avg. MRx U MRy Improvement for object Detection,Avg.effectiveness of composite MR against composable MRs (Detection),Avg. MRx U MRy Improvement for object classification,Avg.effectiveness of composite MR against composable MRs (classification),Avg. MRx U MRy Improvement for object ,Avg. effectiveness of composite MR against composable MRs
,fisheye,blurImage,0.715582451,0.822995461,0.898638427,0.878971256,0.69591528,0.845688351,0.875945537,0.91376702,0.612708018,0.78214826,0.827534039,0.830559758,0.066565809,0.059001513,0.068078669,3394.451939,985.867602,4380.319541,3411.156033,1,1,0,1,0,1
cocofurniture,flipLeftRight,flipUpDown,0.529411765,0.922525108,0.948350072,0.925394548,0.43902439,0.948350072,0.958393113,0.941176471,0.344332855,0.912482066,0.918220947,0.913916786,0.011477762,0.007173601,0.017216643,834.1967561,822.9145779,1657.111334,823.0092475,1,1,1,0,1,1
,flipLeftRight,rotateMinus5deg,0.529411765,0.671449067,0.780487805,0.69010043,0.43902439,0.677187948,0.714490674,0.664275466,0.344332855,0.578192253,0.635581062,0.583931133,0.067431851,0.051649928,0.074605452,823.8815359,824.1175184,1647.999054,825.8277897,1,1,1,0,1,1
,flipLeftRight,rotatePlus5deg,0.529411765,0.692969871,0.794835007,0.692969871,0.43902439,0.667144907,0.711621234,0.684361549,0.344332855,0.596843615,0.647058824,0.592539455,0.06025825,0.06312769,0.077474892,824.1981126,824.1542658,1648.352378,825.1936879,1,0,1,1,1,0
,flipLeftRight,shearMinus20deg,0.529411765,0.631276901,0.75035868,0.638450502,0.43902439,0.601147776,0.662840746,0.615494978,0.344332855,0.509325681,0.585365854,0.513629842,0.077474892,0.067431851,0.091822095,824.8072252,860.2400021,1685.047227,859.8056517,1,1,1,1,1,1
,flipLeftRight,shearPlus20deg,0.529411765,0.645624103,0.779053085,0.62266858,0.43902439,0.616929699,0.678622669,0.631276901,0.344332855,0.527977044,0.602582496,0.513629842,0.058823529,0.071736011,0.077474892,824.356088,859.3166304,1683.672718,866.5981245,1,0,1,1,1,0
,flipUpDown,rotateMinus5deg,0.922525108,0.671449067,0.946915352,0.941176471,0.948350072,0.677187948,0.962697274,0.967001435,0.912482066,0.578192253,0.925394548,0.934002869,0.024390244,0.011477762,0.025824964,823.0282586,825.6360108,1648.664269,824.3135678,1,1,0,1,0,1
,flipUpDown,rotatePlus5deg,0.922525108,0.692969871,0.944045911,0.93974175,0.948350072,0.667144907,0.962697274,0.964131994,0.912482066,0.596843615,0.926829268,0.929698709,0.024390244,0.012912482,0.022955524,823.8195419,824.4100806,1648.229623,824.1087664,1,1,0,1,0,1
,flipUpDown,shearMinus20deg,0.922525108,0.631276901,0.948350072,0.931133429,0.948350072,0.601147776,0.954088953,0.951219512,0.912482066,0.509325681,0.921090387,0.921090387,0.015781923,0.010043042,0.018651363,823.8931023,860.737607,1684.630709,860.0677637,1,1,1,1,0,1
,flipUpDown,shearPlus20deg,0.922525108,0.645624103,0.941176471,0.931133429,0.948350072,0.616929699,0.955523673,0.964131994,0.912482066,0.527977044,0.918220947,0.926829268,0.018651363,0.015781923,0.021520803,823.7613367,860.88253,1684.643867,860.8960005,1,1,0,1,0,1
,rotateMinus5deg,shearMinus20degrees,0.671449067,0.631276901,0.799139168,0.75035868,0.677187948,0.601147776,0.743185079,0.746054519,0.578192253,0.509325681,0.674318508,0.68579627,0.065997131,0.058823529,0.083213773,824.3591922,858.3457465,1682.704939,867.666855,1,1,0,1,0,1
,rotateMinus5deg,shearPlus20degrees,0.671449067,0.645624103,0.81348637,0.730272597,0.677187948,0.616929699,0.760401722,0.715925395,0.578192253,0.527977044,0.701578192,0.648493544,0.040172166,0.047345768,0.051649928,826.4627917,858.4411119,1684.903904,2331.223166,1,1,1,1,1,1
,flipLeftRight,blurImage,0.529411765,0.859397418,0.902439024,0.856527977,0.43902439,0.87804878,0.889526542,0.87517934,0.344332855,0.837876614,0.849354376,0.835007174,0.017216643,0.014347202,0.018651363,825.9606257,818.4480255,1644.408651,818.6772617,1,0,1,0,1,0
,flipUpDown,blurImage,0.922525108,0.859397418,0.958393113,0.946915352,0.948350072,0.87804878,0.972740316,0.969870875,0.912482066,0.837876614,0.944045911,0.944045911,0.014347202,0.011477762,0.020086083,816.8919456,818.351624,1635.24357,818.7917467,1,1,1,1,0,1
,rotateMinus5deg,blurImage,0.671449067,0.859397418,0.903873745,0.865136298,0.677187948,0.87804878,0.899569584,0.885222382,0.578192253,0.837876614,0.857962697,0.843615495,0.022955524,0.014347202,0.022955524,818.6265897,818.6825009,1637.309091,819.4585141,1,1,1,1,1,1
,rotatePlus5deg,shearMinus20degrees,0.692969871,0.631276901,0.81348637,0.738880918,0.667144907,0.601147776,0.743185079,0.737446198,0.596843615,0.509325681,0.68866571,0.662840746,0.055954089,0.051649928,0.06456241,817.555542,852.2936996,1669.849242,860.5477859,1,1,1,1,1,1
,rotatePlus5deg,shearPlus20degrees,0.692969871,0.645624103,0.803443329,0.74748924,0.667144907,0.616929699,0.741750359,0.756097561,0.596843615,0.527977044,0.681492109,0.684361549,0.065997131,0.06456241,0.081779053,818.2251052,851.6983027,1669.923408,859.1726108,1,1,0,1,0,1
,rotatePlus5deg,blurImage,0.692969871,0.859397418,0.912482066,0.87374462,0.667144907,0.87804878,0.896700143,0.883787661,0.596843615,0.837876614,0.862266858,0.850789096,0.021520803,0.014347202,0.024390244,817.5452863,817.6351075,1635.180394,819.045505,1,1,1,1,1,1
,shearMinus20degrees,blurImage,0.631276901,0.859397418,0.895265423,0.883787661,0.601147776,0.87804878,0.895265423,0.899569584,0.509325681,0.837876614,0.853658537,0.862266858,0.037302726,0.030129125,0.041606887,852.7200387,817.8601061,1670.580145,852.4904776,1,1,0,1,0,1
,shearPlus20degrees,blurImage,0.645624103,0.859397418,0.898134864,0.879483501,0.616929699,0.87804878,0.890961263,0.906743185,0.527977044,0.837876614,0.855093257,0.863701578,0.037302726,0.038737446,0.043041607,850.7909193,817.3786333,1668.169553,852.3236577,1,1,0,1,0,1
,flipLeftRight,brightnessPlus20,0.529411765,0.391678623,0.657101865,0.55954089,0.43902439,0.338593974,0.553802009,0.482065997,0.344332855,0.265423242,0.463414634,0.37446198,0.06169297,0.041606887,0.051649928,1038.189695,1037.587164,2075.776859,1030.462383,1,1,1,1,1,1
,flipUpDown,brightnessPlus20,0.922525108,0.391678623,0.942611191,0.926829268,0.948350072,0.338593974,0.959827834,0.951219512,0.912482066,0.265423242,0.926829268,0.916786227,0.011477762,0.007173601,0.012912482,1041.789228,1036.908146,2078.697375,1042.004811,1,1,1,1,1,1
,rotatePlus5deg,brightnessPlus20,0.692969871,0.391678623,0.766140603,0.714490674,0.667144907,0.338593974,0.705882353,0.68866571,0.596843615,0.265423242,0.639885222,0.612625538,0.06025825,0.037302726,0.055954089,1044.508809,1019.352987,2063.861796,1001.46129,1,1,1,1,1,1
,shearPlus20deg,brightnessPlus20,0.645624103,0.391678623,0.730272597,0.652797704,0.616929699,0.338593974,0.665710187,0.658536585,0.527977044,0.265423242,0.591104735,0.56241033,0.057388809,0.047345768,0.06169297,1047.228335,1032.646903,2079.875238,1035.584252,1,1,1,1,1,1
,flipLeftRight,brightnessMinus20,0.529411765,0.566714491,0.718794835,0.638450502,0.43902439,0.586800574,0.661406026,0.637015782,0.344332855,0.507890961,0.581061693,0.546628407,0.06456241,0.057388809,0.074605452,1083.574672,1102.659127,2186.233799,1107.87107,1,1,1,1,1,1
,flipUpDown,brightnessMinus20,0.922525108,0.566714491,0.942611191,0.929698709,0.948350072,0.586800574,0.961262554,0.961262554,0.912482066,0.507890961,0.925394548,0.925394548,0.015781923,0.012912482,0.021520803,1108.770716,1100.768799,2209.539515,1099.821585,1,1,0,1,0,1
,rotatePlus5deg,brightnessMinus20,0.692969871,0.566714491,0.790530846,0.75035868,0.667144907,0.586800574,0.74892396,0.744619799,0.596843615,0.507890961,0.68723099,0.69010043,0.057388809,0.038737446,0.06169297,1113.76071,1106.17315,2219.93386,1109.530997,1,1,1,1,0,1
,shearPlus20deg,brightnessMinus20,0.645624103,0.566714491,0.767575323,0.730272597,0.616929699,0.586800574,0.724533716,0.734576758,0.527977044,0.507890961,0.664275466,0.678622669,0.057388809,0.06025825,0.073170732,1150.432352,1072.251781,2222.684133,1152.665273,1,1,0,1,0,1
,flipLeftRight,fisheye,0.529411765,0.769010043,0.830703013,0.743185079,0.43902439,0.757532281,0.774748924,0.738880918,0.344332855,0.68866571,0.715925395,0.668579627,0.038737446,0.031563845,0.038737446,1088.543772,3891.012649,4979.556421,3826.698429,1,0,1,0,1,0
,flipUpDown,fisheye,0.922525108,0.769010043,0.955523673,0.932568149,0.948350072,0.757532281,0.964131994,0.964131994,0.912482066,0.68866571,0.923959828,0.926829268,0.015781923,0.010043042,0.025824964,1061.789329,3936.419855,4998.209184,3941.962182,1,1,0,1,0,1
,rotatePlus5deg,fisheye,0.692969871,0.769010043,0.853658537,0.803443329,0.667144907,0.757532281,0.809182209,0.81061693,0.596843615,0.68866571,0.756097561,0.743185079,0.041606887,0.048780488,0.058823529,1108.983618,3951.055897,5060.039515,4519.569585,1,1,0,1,1,1
,shearPlus20deg,fisheye,0.645624103,0.769010043,0.837876614,0.780487805,0.616929699,0.757532281,0.804878049,0.781922525,0.527977044,0.68866571,0.746054519,0.714490674,0.045911047,0.035868006,0.047345768,1156.603567,3911.211467,5067.815035,4553.479654,1,1,1,1,1,1
,flipLeftRight,contrastUp,0.529411765,0.763271162,0.837876614,0.781922525,0.43902439,0.779053085,0.797704448,0.786226686,0.344332855,0.720229555,0.743185079,0.717360115,0.047345768,0.043041607,0.054519369,1119.700194,1104.665616,2224.36581,1104.549754,1,1,1,1,1,0
,flipUpDown,contrastUp,0.922525108,0.763271162,0.958393113,0.948350072,0.948350072,0.779053085,0.969870875,0.977044476,0.912482066,0.720229555,0.941176471,0.946915352,0.012912482,0.012912482,0.022955524,1151.568865,1129.214814,2280.783679,1122.20368,1,1,0,1,0,1
,rotatePlus5deg,contrastUp,0.692969871,0.763271162,0.869440459,0.855093257,0.667144907,0.779053085,0.830703013,0.852223816,0.596843615,0.720229555,0.787661406,0.81061693,0.037302726,0.043041607,0.050215208,1110.337103,1111.16692,2221.504022,1101.923004,1,1,0,1,0,1
,shearPlus20deg,contrastUp,0.645624103,0.763271162,0.840746055,0.81061693,0.616929699,0.779053085,0.819225251,0.820659971,0.527977044,0.720229555,0.767575323,0.764705882,0.051649928,0.035868006,0.055954089,1105.847477,1098.560294,2204.407771,1148.65745,1,1,0,1,1,1
,flipLeftRight,contrastDown,0.529411765,0.586800574,0.74748924,0.62553802,0.43902439,0.593974175,0.672883788,0.612625538,0.344332855,0.503586801,0.598278336,0.509325681,0.057388809,0.041606887,0.058823529,1105.041093,1098.362263,2203.403356,1105.055959,1,1,1,1,1,1
,flipUpDown,contrastDown,0.922525108,0.586800574,0.942611191,0.93543759,0.948350072,0.593974175,0.962697274,0.961262554,0.912482066,0.503586801,0.926829268,0.928263989,0.021520803,0.011477762,0.022955524,1099.940422,1146.240931,2246.181353,1120.98182,1,1,1,1,0,1
,rotatePlus5deg,contrastDown,0.692969871,0.586800574,0.793400287,0.779053085,0.667144907,0.593974175,0.756097561,0.754662841,0.596843615,0.503586801,0.69010043,0.705882353,0.065997131,0.044476327,0.070301291,1114.596418,1111.481505,2226.077923,1120.814509,1,1,1,1,0,1
,shearPlus20deg,contrastDown,0.645624103,0.586800574,0.786226686,0.728837877,0.616929699,0.593974175,0.733142037,0.734576758,0.527977044,0.503586801,0.670014347,0.661406026,0.06312769,0.058823529,0.074605452,1210.591477,1107.104016,2317.695493,1154.760316,1,1,0,1,1,1
,fisheye,brightnessPlus20,0.769010043,0.391678623,0.817790531,0.773314204,0.757532281,0.338593974,0.784791966,0.767575323,0.68866571,0.265423242,0.717360115,0.692969871,0.037302726,0.031563845,0.040172166,3947.117562,1024.074197,4971.191759,3180.584264,1,1,1,1,1,1
,fisheye,brightnessMinus20,0.769010043,0.566714491,0.833572453,0.822094692,0.757532281,0.586800574,0.803443329,0.819225251,0.68866571,0.507890961,0.741750359,0.764705882,0.06025825,0.047345768,0.06456241,3573.390237,1117.032625,4690.422862,3890.819095,1,1,0,1,0,1
,fisheye,contrastUp,0.769010043,0.763271162,0.889526542,0.859397418,0.757532281,0.779053085,0.856527977,0.880918221,0.68866571,0.720229555,0.817790531,0.829268293,0.038737446,0.045911047,0.055954089,3887.33483,1106.309111,4993.643941,3933.257249,1,1,0,1,0,1
,fisheye,contrastDown,0.769010043,0.586800574,0.837876614,0.794835007,0.757532281,0.593974175,0.816355811,0.799139168,0.68866571,0.503586801,0.7517934,0.730272597,0.045911047,0.043041607,0.050215208,3988.650976,1144.644418,5133.295395,4035.463886,1,1,1,1,1,1
,fisheye,blurImage,0.769010043,0.859397418,0.915351506,0.928263989,0.757532281,0.87804878,0.911047346,0.952654232,0.68866571,0.837876614,0.870875179,0.906743185,0.06169297,0.053084648,0.06456241,4029.904667,1118.954718,5148.859385,3944.481275,0,1,0,1,0,1
cocoperson,flipLeftRight,flipUpDown,0.43373494,0.886546185,0.901606426,0.888554217,0.302208835,0.903614458,0.904618474,0.904618474,0.240963855,0.87751004,0.87751004,0.880522088,0.026104418,0.022088353,0.031124498,5389.789018,3817.485131,9207.274149,3828.554402,1,1,0,1,0,1
,flipLeftRight,rotateMinus5deg,0.43373494,0.53313253,0.656626506,0.506024096,0.302208835,0.490963855,0.544176707,0.484939759,0.240963855,0.419678715,0.479919679,0.398594378,0.057228916,0.0562249,0.074297189,3810.327801,3807.756005,7618.083806,3801.940965,1,0,1,0,1,0
,flipLeftRight,rotatePlus5deg,0.43373494,0.5,0.618473896,0.562248996,0.302208835,0.487951807,0.536144578,0.515060241,0.240963855,0.411646586,0.467871486,0.435742972,0.106425703,0.081325301,0.097389558,3776.890368,3800.083275,7576.973643,3803.083277,1,1,1,1,1,1
,flipLeftRight,shearMinus20deg,0.43373494,0.529116466,0.646586345,0.529116466,0.302208835,0.472891566,0.52811245,0.487951807,0.240963855,0.420682731,0.475903614,0.414658635,0.073293173,0.06626506,0.083333333,3799.550995,3961.772408,7761.323402,3934.099145,1,0,1,1,1,0
,flipLeftRight,shearPlus20deg,0.43373494,0.526104418,0.642570281,0.531124498,0.302208835,0.480923695,0.52811245,0.498995984,0.240963855,0.417670683,0.470883534,0.425702811,0.074297189,0.071285141,0.087349398,3789.96234,3965.576375,7755.538714,3952.988256,1,1,1,1,1,1
,flipUpDown,rotateMinus5deg,0.886546185,0.53313253,0.906626506,0.901606426,0.903614458,0.490963855,0.909638554,0.923694779,0.87751004,0.419678715,0.884538153,0.893574297,0.036144578,0.030120482,0.036144578,3797.067356,3812.845721,7609.913077,3818.068346,1,1,0,1,0,1
,flipUpDown,rotatePlus5deg,0.886546185,0.5,0.902610442,0.920682731,0.903614458,0.487951807,0.906626506,0.931726908,0.87751004,0.411646586,0.88253012,0.909638554,0.043172691,0.035140562,0.044176707,3825.519956,3820.512871,7646.032827,3802.501465,0,1,0,1,0,1
,flipUpDown,shearMinus20deg,0.886546185,0.529116466,0.907630522,0.901606426,0.903614458,0.472891566,0.904618474,0.911646586,0.87751004,0.420682731,0.880522088,0.886546185,0.027108434,0.024096386,0.029116466,3237.558384,1239.080602,4476.638986,1236.484547,1,1,0,1,0,1
,flipUpDown,shearPlus20deg,0.886546185,0.526104418,0.90060241,0.903614458,0.903614458,0.480923695,0.90562249,0.915662651,0.87751004,0.417670683,0.87751004,0.893574297,0.03313253,0.02811245,0.03815261,1185.423335,1240.117114,2425.540449,1235.934971,0,1,0,1,0,1
,rotateMinus5deg,shearMinus20degrees,0.53313253,0.529116466,0.675702811,0.62751004,0.490963855,0.472891566,0.593373494,0.63253012,0.419678715,0.420682731,0.546184739,0.564257028,0.082329317,0.086345382,0.09437751,1181.431809,1230.960055,2412.391864,1243.506585,1,1,0,1,0,1
,rotateMinus5deg,shearPlus20degrees,0.53313253,0.526104418,0.672690763,0.590361446,0.490963855,0.480923695,0.59939759,0.565261044,0.419678715,0.417670683,0.548192771,0.511044177,0.058232932,0.046184739,0.059236948,1180.946661,1229.780562,2410.727222,1241.529213,1,1,1,1,1,1
,flipLeftRight,blurImage,0.43373494,0.795180723,0.830321285,0.801204819,0.302208835,0.812248996,0.81626506,0.820281124,0.240963855,0.77811245,0.782128514,0.784136546,0.030120482,0.025100402,0.036144578,1178.184685,1168.551022,2346.735707,1169.372943,1,1,0,1,0,1
,flipUpDown,blurImage,0.886546185,0.795180723,0.915662651,0.93875502,0.903614458,0.812248996,0.926706827,0.957831325,0.87751004,0.77811245,0.902610442,0.936746988,0.045180723,0.040160643,0.051204819,1166.486482,1173.354029,2339.840511,1170.49581,0,1,0,1,0,1
,rotateMinus5deg,blurImage,0.53313253,0.795180723,0.825301205,0.803212851,0.490963855,0.812248996,0.817269076,0.81124498,0.419678715,0.77811245,0.785140562,0.777108434,0.031124498,0.023092369,0.032128514,1170.963878,1169.838494,2340.802372,1171.263877,1,1,1,0,1,0
,rotatePlus5deg,shearMinus20degrees,0.5,0.529116466,0.659638554,0.572289157,0.487951807,0.472891566,0.590361446,0.56124498,0.411646586,0.420682731,0.539156627,0.484939759,0.067269076,0.0562249,0.059236948,1167.893398,1217.252876,2385.146274,1227.705217,1,1,1,1,1,1
,rotatePlus5deg,shearPlus20degrees,0.5,0.526104418,0.653614458,0.62751004,0.487951807,0.480923695,0.585341365,0.611445783,0.411646586,0.417670683,0.53313253,0.562248996,0.079317269,0.074297189,0.092369478,1168.775175,1217.321621,2386.096796,1227.308939,1,1,0,1,0,1
,rotatePlus5deg,blurImage,0.5,0.795180723,0.824297189,0.800200803,0.487951807,0.812248996,0.820281124,0.819277108,0.411646586,0.77811245,0.78815261,0.784136546,0.029116466,0.022088353,0.030120482,1168.118548,1169.133681,2337.252229,1169.736395,1,1,1,1,1,1
,shearMinus20degrees,blurImage,0.529116466,0.795180723,0.832329317,0.813253012,0.472891566,0.812248996,0.821285141,0.825301205,0.420682731,0.77811245,0.789156627,0.78815261,0.036144578,0.031124498,0.037148594,1217.061104,1167.412275,2384.473378,1219.481862,1,1,0,1,1,1
,shearPlus20degrees,blurImage,0.526104418,0.795180723,0.828313253,0.81626506,0.480923695,0.812248996,0.822289157,0.834337349,0.417670683,0.77811245,0.790160643,0.796184739,0.032128514,0.034136546,0.039156627,1217.878561,1170.355954,2388.234515,1220.29879,1,1,0,1,0,1
,flipLeftRight,brightnessPlus20,0.43373494,0.314257028,0.546184739,0.464859438,0.302208835,0.245983936,0.397590361,0.357429719,0.240963855,0.200803213,0.336345382,0.292168675,0.076305221,0.055220884,0.06626506,1590.502976,1604.474688,3194.977665,1570.960478,1,1,1,1,1,1
,flipUpDown,brightnessPlus20,0.886546185,0.314257028,0.898594378,0.891566265,0.903614458,0.245983936,0.906626506,0.902610442,0.87751004,0.200803213,0.880522088,0.88253012,0.015060241,0.009036145,0.015060241,1590.70788,1594.200566,3184.908446,1597.96747,1,1,1,0,0,1
,rotatePlus5deg,brightnessPlus20,0.5,0.314257028,0.588353414,0.544176707,0.487951807,0.245983936,0.531124498,0.524096386,0.411646586,0.200803213,0.46686747,0.450803213,0.070281124,0.047188755,0.062248996,1598.891251,1600.931663,3199.822914,1510.273953,1,1,1,1,1,1
,shearPlus20deg,brightnessPlus20,0.526104418,0.314257028,0.612449799,0.547188755,0.480923695,0.245983936,0.523092369,0.509036145,0.417670683,0.200803213,0.468875502,0.449799197,0.060240964,0.043172691,0.059236948,1505.281487,1454.720337,2960.001823,1599.628176,1,1,1,1,1,1
,flipLeftRight,brightnessMinus20,0.43373494,0.485943775,0.628514056,0.53313253,0.302208835,0.46686747,0.522088353,0.498995984,0.240963855,0.425702811,0.479919679,0.442771084,0.063253012,0.065261044,0.071285141,1584.390568,1586.78278,3171.173348,1588.231664,1,1,1,1,1,1
,flipUpDown,brightnessMinus20,0.886546185,0.485943775,0.896586345,0.90562249,0.903614458,0.46686747,0.904618474,0.912650602,0.87751004,0.425702811,0.880522088,0.898594378,0.02811245,0.017068273,0.026104418,1587.817891,1585.364872,3173.182763,1584.372561,0,1,0,1,0,1
,rotatePlus5deg,brightnessMinus20,0.5,0.485943775,0.644578313,0.611445783,0.487951807,0.46686747,0.592369478,0.600401606,0.411646586,0.425702811,0.550200803,0.551204819,0.065261044,0.06124498,0.065261044,1578.365213,1587.824551,3166.189764,1585.630573,1,1,0,1,0,1
,shearPlus20deg,brightnessMinus20,0.526104418,0.485943775,0.653614458,0.619477912,0.480923695,0.46686747,0.579317269,0.611445783,0.417670683,0.425702811,0.543172691,0.568273092,0.068273092,0.070281124,0.078313253,1653.645717,1564.228961,3217.874677,1658.553154,1,1,0,1,0,1
,flipLeftRight,fisheye,0.43373494,0.634538153,0.703815261,0.648594378,0.302208835,0.634538153,0.657630522,0.624497992,0.240963855,0.581325301,0.606425703,0.580321285,0.052208835,0.02811245,0.050200803,1585.832176,5612.801095,7198.633271,5581.542366,1,1,1,0,1,0
,flipUpDown,fisheye,0.886546185,0.634538153,0.902610442,0.899598394,0.903614458,0.634538153,0.907630522,0.914658635,0.87751004,0.581325301,0.883534137,0.888554217,0.035140562,0.022088353,0.029116466,1577.222627,5524.649959,7101.872587,5578.049176,1,1,0,1,0,1
,rotatePlus5deg,fisheye,0.5,0.634538153,0.702811245,0.677710843,0.487951807,0.634538153,0.674698795,0.670682731,0.411646586,0.581325301,0.62751004,0.616465863,0.059236948,0.043172691,0.0562249,1586.389796,5600.734001,7187.123797,6468.277238,1,1,1,1,1,1
,shearPlus20deg,fisheye,0.526104418,0.634538153,0.708835341,0.669678715,0.480923695,0.634538153,0.667670683,0.659638554,0.417670683,0.581325301,0.629518072,0.609437751,0.057228916,0.045180723,0.051204819,1601.747017,5531.135449,7132.882466,6377.707499,1,1,1,1,1,1
,flipLeftRight,contrastUp,0.43373494,0.628514056,0.710843373,0.629518072,0.302208835,0.637550201,0.662650602,0.640562249,0.240963855,0.581325301,0.610441767,0.575301205,0.050200803,0.039156627,0.051204819,1573.419909,1566.442835,3139.862744,1576.0673,1,1,1,1,1,0
,flipUpDown,contrastUp,0.886546185,0.628514056,0.907630522,0.927710843,0.903614458,0.637550201,0.91064257,0.93373494,0.87751004,0.581325301,0.890562249,0.922690763,0.03815261,0.03313253,0.043172691,1574.814236,1590.718569,3165.532805,1476.091494,0,1,0,1,0,1
,rotatePlus5deg,contrastUp,0.5,0.628514056,0.728915663,0.700803213,0.487951807,0.637550201,0.700803213,0.703815261,0.411646586,0.581325301,0.658634538,0.66064257,0.054216867,0.048192771,0.062248996,1423.916404,1432.155033,2856.071437,1413.310944,1,1,0,1,0,1
,shearPlus20deg,contrastUp,0.526104418,0.628514056,0.726907631,0.6937751,0.480923695,0.637550201,0.6937751,0.691767068,0.417670683,0.581325301,0.645582329,0.644578313,0.057228916,0.048192771,0.060240964,1648.930256,1582.70216,3231.632416,1656.544427,1,1,1,1,1,1
,flipLeftRight,contrastDown,0.43373494,0.435742972,0.606425703,0.521084337,0.302208835,0.403614458,0.487951807,0.46686747,0.240963855,0.342369478,0.425702811,0.399598394,0.078313253,0.064257028,0.077309237,1572.705407,1578.211363,3150.916769,1564.132296,1,1,1,1,1,1
,flipUpDown,contrastDown,0.886546185,0.435742972,0.896586345,0.903614458,0.903614458,0.403614458,0.906626506,0.918674699,0.87751004,0.342369478,0.879518072,0.895582329,0.032128514,0.025100402,0.034136546,1584.928236,1582.566117,3167.494354,1571.784469,0,1,0,1,0,1
,rotatePlus5deg,contrastDown,0.5,0.435742972,0.637550201,0.608433735,0.487951807,0.403614458,0.582329317,0.583333333,0.411646586,0.342369478,0.531124498,0.531124498,0.086345382,0.062248996,0.080321285,1568.663941,1552.729308,3121.39325,1527.874884,1,1,0,1,0,1
,shearPlus20deg,contrastDown,0.526104418,0.435742972,0.653614458,0.606425703,0.480923695,0.403614458,0.567269076,0.603413655,0.417670683,0.342369478,0.520080321,0.543172691,0.062248996,0.077309237,0.081325301,1635.138208,1565.450786,3200.588993,1642.638949,1,1,0,1,0,1
,fisheye,brightnessPlus20,0.634538153,0.314257028,0.686746988,0.640562249,0.634538153,0.245983936,0.65562249,0.642570281,0.581325301,0.200803213,0.607429719,0.584337349,0.048192771,0.034136546,0.046184739,5495.664189,1572.24136,7067.905549,5534.248323,1,1,1,1,1,1
,fisheye,brightnessMinus20,0.634538153,0.485943775,0.71686747,0.700803213,0.634538153,0.46686747,0.68373494,0.700803213,0.581325301,0.425702811,0.645582329,0.662650602,0.058232932,0.048192771,0.062248996,5577.359746,1572.761444,7150.121189,5525.665894,1,1,0,1,0,1
,fisheye,contrastUp,0.634538153,0.628514056,0.761044177,0.760040161,0.634538153,0.637550201,0.745983936,0.754016064,0.581325301,0.581325301,0.710843373,0.722891566,0.06124498,0.043172691,0.058232932,5541.594655,1565.966067,7107.560723,5515.451707,1,1,0,1,0,1
,fisheye,contrastDown,0.634538153,0.435742972,0.710843373,0.68373494,0.634538153,0.403614458,0.671686747,0.686746988,0.581325301,0.342369478,0.628514056,0.641566265,0.062248996,0.044176707,0.06124498,5514.31167,1566.563257,7080.874927,5519.259151,1,1,0,1,0,1
,fisheye,blurImage,0.634538153,0.795180723,0.832329317,0.861445783,0.634538153,0.812248996,0.823293173,0.901606426,0.581325301,0.77811245,0.794176707,0.836345382,0.087349398,0.090361446,0.085341365,5535.462368,1573.999866,7109.462234,5633.743517,0,1,0,1,0,1
cocovehicle,flipLeftRight,flipUpDown,0.455823293,0.913654618,0.929718876,0.91064257,0.331325301,0.934738956,0.935742972,0.934738956,0.266064257,0.906626506,0.907630522,0.906626506,0.016064257,0.013052209,0.020080321,1194.01573,1176.430859,2370.44659,1177.80349,1,0,1,0,1,0
,flipLeftRight,rotateMinus5deg,0.455823293,0.540160643,0.673694779,0.549196787,0.331325301,0.542168675,0.600401606,0.535140562,0.266064257,0.452811245,0.522088353,0.449799197,0.06626506,0.059236948,0.084337349,1179.084685,1178.576349,2357.661034,1181.304588,1,1,1,0,1,0
,flipLeftRight,rotatePlus5deg,0.455823293,0.541164659,0.664658635,0.58935743,0.331325301,0.520080321,0.580321285,0.574297189,0.266064257,0.444779116,0.516064257,0.487951807,0.098393574,0.08935743,0.107429719,1180.374449,1180.465749,2360.840198,1179.554757,1,1,1,1,1,1
,flipLeftRight,shearMinus20deg,0.455823293,0.559236948,0.679718876,0.559236948,0.331325301,0.522088353,0.582329317,0.52811245,0.266064257,0.465863454,0.531124498,0.458835341,0.071285141,0.06124498,0.078313253,1181.057799,1231.670346,2412.728145,1232.39965,1,0,1,1,1,0
,flipLeftRight,shearPlus20deg,0.455823293,0.551204819,0.674698795,0.572289157,0.331325301,0.523092369,0.576305221,0.5562249,0.266064257,0.452811245,0.513052209,0.484939759,0.080321285,0.088353414,0.104417671,1174.108664,1229.102083,2403.210748,1228.458058,1,1,1,1,1,1
,flipUpDown,rotateMinus5deg,0.913654618,0.540160643,0.925702811,0.929718876,0.934738956,0.542168675,0.937751004,0.947791165,0.906626506,0.452811245,0.912650602,0.925702811,0.031124498,0.021084337,0.030120482,1176.33942,1176.773147,2353.112567,1176.180358,0,1,0,1,0,1
