Dataset,MR1,MR2,objfailureRateMR1,objfailureRateMR2,objfailureRateMR1_MR2_combined,objfailureRateMR1_2_composite,classfailureRateMR1,classfailureRateMR2,classfailureRateMR1_MR2_combined,classfailureRateMR1_2_composite,objClassDetectFailureRateMR1,objClassDetectFailureRateMR2,objClassDetectFailureRateMR1_MR2,objClassDetectFailureRateMR12,objDetectCompositeMRUniqueFaults,objClassCompositeMRUniqueFaults,compositeMRUniqueFaults,timeMR1,timeMR2,timeMR12,timeMR12_composite,Avg. MRx U MRy Improvement for object Detection,Avg.effectiveness of composite MR against composable MRs (Detection),Avg. MRx U MRy Improvement for object classification,Avg.effectiveness of composite MR against composable MRs (classification),Avg. MRx U MRy Improvement for object ,Avg. effectiveness of composite MR against composable MRs
,flipUpDown,rotatePlus5deg,0.913654618,0.541164659,0.927710843,0.937751004,0.934738956,0.520080321,0.935742972,0.952811245,0.906626506,0.444779116,0.911646586,0.930722892,0.03313253,0.024096386,0.034136546,1176.031513,1176.688014,2352.719527,1177.094307,0,1,0,1,0,1
,flipUpDown,shearMinus20deg,0.913654618,0.559236948,0.924698795,0.923694779,0.934738956,0.522088353,0.935742972,0.939759036,0.906626506,0.465863454,0.911646586,0.916666667,0.022088353,0.016064257,0.021084337,1181.720586,1227.562886,2409.283472,1228.03289,1,1,0,1,0,1
,flipUpDown,shearPlus20deg,0.913654618,0.551204819,0.918674699,0.923694779,0.934738956,0.523092369,0.934738956,0.9437751,0.906626506,0.452811245,0.908634538,0.919678715,0.025100402,0.021084337,0.026104418,1175.306855,1230.167244,2405.474099,1227.995106,0,1,0,1,0,1
,rotateMinus5deg,shearMinus20degrees,0.540160643,0.559236948,0.694779116,0.681726908,0.542168675,0.522088353,0.647590361,0.695783133,0.452811245,0.465863454,0.592369478,0.629518072,0.096385542,0.093373494,0.111445783,1179.048347,1230.988344,2410.036691,1240.210678,1,1,0,1,0,1
,rotateMinus5deg,shearPlus20degrees,0.540160643,0.551204819,0.691767068,0.624497992,0.542168675,0.523092369,0.653614458,0.620481928,0.452811245,0.452811245,0.590361446,0.557228916,0.06124498,0.047188755,0.065261044,1180.2962,1230.623832,2410.920032,1241.715892,1,1,1,1,1,1
,flipLeftRight,blurImage,0.455823293,0.823293173,0.853413655,0.828313253,0.331325301,0.858433735,0.861445783,0.859437751,0.266064257,0.815261044,0.820281124,0.818273092,0.024096386,0.018072289,0.027108434,1178.731016,1168.37954,2347.110556,1169.818365,1,1,1,1,1,1
,flipUpDown,blurImage,0.913654618,0.823293173,0.929718876,0.949799197,0.934738956,0.858433735,0.946787149,0.970883534,0.906626506,0.815261044,0.918674699,0.947791165,0.036144578,0.031124498,0.042168675,1166.57848,1167.009414,2333.587894,1166.719757,0,1,0,1,0,1
,rotateMinus5deg,blurImage,0.540160643,0.823293173,0.845381526,0.847389558,0.542168675,0.858433735,0.863453815,0.864457831,0.452811245,0.815261044,0.826305221,0.836345382,0.035140562,0.020080321,0.034136546,1166.766146,1167.081446,2333.847592,1168.290081,0,1,0,1,0,1
,rotatePlus5deg,shearMinus20degrees,0.541164659,0.559236948,0.701807229,0.613453815,0.520080321,0.522088353,0.647590361,0.616465863,0.444779116,0.465863454,0.593373494,0.536144578,0.06626506,0.055220884,0.060240964,1166.075447,1214.92944,2381.004887,1224.253801,1,1,1,1,1,1
,rotatePlus5deg,shearPlus20degrees,0.541164659,0.551204819,0.687751004,0.66064257,0.520080321,0.523092369,0.637550201,0.66064257,0.444779116,0.452811245,0.579317269,0.59939759,0.078313253,0.078313253,0.093373494,1165.479707,1214.514791,2379.994498,1223.527364,1,1,0,1,0,1
,rotatePlus5deg,blurImage,0.541164659,0.823293173,0.851405622,0.834337349,0.520080321,0.858433735,0.868473896,0.863453815,0.444779116,0.815261044,0.829317269,0.827309237,0.029116466,0.019076305,0.02811245,1165.24029,1164.357367,2329.597657,1167.015358,1,1,1,1,1,1
,shearMinus20degrees,blurImage,0.559236948,0.823293173,0.852409639,0.846385542,0.522088353,0.858433735,0.869477912,0.871485944,0.465863454,0.815261044,0.831325301,0.837349398,0.032128514,0.023092369,0.035140562,1217.147048,1169.090242,2386.23729,1219.220695,1,1,0,1,0,1
,shearPlus20degrees,blurImage,0.551204819,0.823293173,0.841365462,0.848393574,0.523092369,0.858433735,0.864457831,0.879518072,0.452811245,0.815261044,0.823293173,0.83935743,0.034136546,0.02811245,0.037148594,1217.506561,1169.874908,2387.381469,1218.890627,0,1,0,1,0,1
,flipLeftRight,brightnessPlus20,0.455823293,0.326305221,0.573293173,0.465863454,0.331325301,0.275100402,0.437751004,0.389558233,0.266064257,0.218875502,0.370481928,0.308232932,0.067269076,0.053212851,0.057228916,1548.653578,1569.26372,3117.917297,1573.224323,1,1,1,1,1,1
,flipUpDown,brightnessPlus20,0.913654618,0.326305221,0.923694779,0.920682731,0.934738956,0.275100402,0.935742972,0.93875502,0.906626506,0.218875502,0.908634538,0.913654618,0.014056225,0.009036145,0.013052209,1573.235188,1573.172333,3146.407521,1538.495404,1,1,0,1,0,1
,rotatePlus5deg,brightnessPlus20,0.541164659,0.326305221,0.62751004,0.583333333,0.520080321,0.275100402,0.573293173,0.56124498,0.444779116,0.218875502,0.50502008,0.489959839,0.073293173,0.048192771,0.065261044,1430.707443,1453.677141,2884.384585,1579.556191,1,1,1,1,1,1
,shearPlus20deg,brightnessPlus20,0.551204819,0.326305221,0.641566265,0.580321285,0.523092369,0.275100402,0.576305221,0.552208835,0.452811245,0.218875502,0.511044177,0.489959839,0.055220884,0.03815261,0.055220884,1644.692179,1567.618318,3212.310497,1654.702046,1,1,1,1,1,1
,flipLeftRight,brightnessMinus20,0.455823293,0.522088353,0.66064257,0.560240964,0.331325301,0.507028112,0.56626506,0.540160643,0.266064257,0.464859438,0.527108434,0.483935743,0.054216867,0.059236948,0.067269076,1577.438979,1572.390492,3149.829471,1563.207154,1,1,1,1,1,1
,flipUpDown,brightnessMinus20,0.913654618,0.522088353,0.919678715,0.924698795,0.934738956,0.507028112,0.935742972,0.934738956,0.906626506,0.464859438,0.911646586,0.917670683,0.017068273,0.007028112,0.013052209,1584.89198,1579.622112,3164.514092,1579.376118,0,1,1,0,0,1
,rotatePlus5deg,brightnessMinus20,0.541164659,0.522088353,0.686746988,0.663654618,0.520080321,0.507028112,0.634538153,0.653614458,0.444779116,0.464859438,0.598393574,0.612449799,0.069277108,0.072289157,0.077309237,1585.875989,1565.375465,3151.251454,1572.276607,1,1,0,1,0,1
,shearPlus20deg,brightnessMinus20,0.551204819,0.522088353,0.680722892,0.65060241,0.523092369,0.507028112,0.625502008,0.658634538,0.452811245,0.464859438,0.585341365,0.613453815,0.070281124,0.074297189,0.084337349,1622.7168,1571.056646,3193.773446,1648.516359,1,1,0,1,0,1
,flipLeftRight,fisheye,0.455823293,0.678714859,0.75502008,0.680722892,0.331325301,0.68373494,0.709839357,0.673694779,0.266064257,0.62751004,0.656626506,0.626506024,0.045180723,0.031124498,0.052208835,1575.652687,5622.034339,7197.687026,5505.883292,1,1,1,0,1,0
,flipUpDown,fisheye,0.913654618,0.678714859,0.928714859,0.914658635,0.934738956,0.68373494,0.93875502,0.939759036,0.906626506,0.62751004,0.914658635,0.90562249,0.026104418,0.014056225,0.019076305,1586.631088,5635.037259,7221.668347,5457.105136,1,1,0,1,1,0
,rotatePlus5deg,fisheye,0.541164659,0.678714859,0.754016064,0.709839357,0.520080321,0.68373494,0.729919679,0.71686747,0.444779116,0.62751004,0.681726908,0.665662651,0.051204819,0.03815261,0.0562249,1431.904149,5209.623915,6641.528065,6333.373134,1,1,1,1,1,1
,shearPlus20deg,fisheye,0.551204819,0.678714859,0.752008032,0.705823293,0.523092369,0.68373494,0.722891566,0.713855422,0.452811245,0.62751004,0.680722892,0.659638554,0.049196787,0.043172691,0.045180723,1653.835391,5546.191281,7200.026672,6280.292281,1,1,1,1,1,1
,flipLeftRight,contrastUp,0.455823293,0.672690763,0.769076305,0.679718876,0.331325301,0.685742972,0.719879518,0.699799197,0.266064257,0.626506024,0.670682731,0.636546185,0.042168675,0.037148594,0.050200803,1606.11704,1580.257203,3186.374244,1586.659266,1,1,1,1,1,1
,flipUpDown,contrastUp,0.913654618,0.672690763,0.936746988,0.948795181,0.934738956,0.685742972,0.942771084,0.96686747,0.906626506,0.626506024,0.923694779,0.947791165,0.030120482,0.029116466,0.036144578,1579.005887,1574.416467,3153.422354,1586.546639,0,1,0,1,0,1
,rotatePlus5deg,contrastUp,0.541164659,0.672690763,0.775100402,0.751004016,0.520080321,0.685742972,0.748995984,0.758032129,0.444779116,0.626506024,0.710843373,0.715863454,0.057228916,0.052208835,0.063253012,1600.283354,1597.709465,3197.992818,1591.372771,1,1,0,1,0,1
,shearPlus20deg,contrastUp,0.551204819,0.672690763,0.770080321,0.722891566,0.523092369,0.685742972,0.748995984,0.741967871,0.452811245,0.626506024,0.700803213,0.68875502,0.047188755,0.044176707,0.0562249,1667.696137,1597.746879,3265.443016,1627.166739,1,1,1,1,1,1
,flipLeftRight,contrastDown,0.455823293,0.475903614,0.643574297,0.534136546,0.331325301,0.450803213,0.537148594,0.504016064,0.266064257,0.388554217,0.474899598,0.428714859,0.067269076,0.065261044,0.069277108,1582.443954,1592.072593,3174.516546,1573.234372,1,1,1,1,1,1
,flipUpDown,contrastDown,0.913654618,0.475903614,0.924698795,0.925702811,0.934738956,0.450803213,0.935742972,0.949799197,0.906626506,0.388554217,0.91064257,0.922690763,0.023092369,0.021084337,0.023092369,1564.817727,1560.914775,3125.732503,1573.856571,0,1,0,1,0,1
,rotatePlus5deg,contrastDown,0.541164659,0.475903614,0.678714859,0.640562249,0.520080321,0.450803213,0.62751004,0.623493976,0.444779116,0.388554217,0.575301205,0.571285141,0.076305221,0.063253012,0.078313253,1567.125297,1573.766773,3140.89207,1587.232398,1,1,1,1,1,1
,shearPlus20deg,contrastDown,0.551204819,0.475903614,0.676706827,0.649598394,0.523092369,0.450803213,0.61746988,0.643574297,0.452811245,0.388554217,0.565261044,0.59437751,0.067269076,0.072289157,0.080321285,1652.488013,1474.9224,3127.410413,1552.266771,1,1,0,1,0,1
,fisheye,brightnessPlus20,0.678714859,0.326305221,0.724899598,0.692771084,0.68373494,0.275100402,0.706827309,0.695783133,0.62751004,0.218875502,0.652610442,0.645582329,0.048192771,0.032128514,0.050200803,5547.016496,1589.018873,7136.035369,5577.433246,1,1,1,1,1,1
,fisheye,brightnessMinus20,0.678714859,0.522088353,0.756024096,0.756024096,0.68373494,0.507028112,0.729919679,0.761044177,0.62751004,0.464859438,0.692771084,0.729919679,0.060240964,0.055220884,0.069277108,5547.962139,1582.21533,7130.177469,5541.495588,0,1,0,1,0,1
,fisheye,contrastUp,0.678714859,0.672690763,0.809236948,0.784136546,0.68373494,0.685742972,0.797188755,0.801204819,0.62751004,0.626506024,0.761044177,0.758032129,0.044176707,0.039156627,0.046184739,5399.624452,1578.923383,6978.547834,5050.377069,1,1,0,1,1,1
,fisheye,contrastDown,0.678714859,0.475903614,0.754016064,0.727911647,0.68373494,0.450803213,0.727911647,0.734939759,0.62751004,0.388554217,0.680722892,0.695783133,0.055220884,0.043172691,0.062248996,5609.72114,1605.173326,7214.894466,5610.514751,1,1,0,1,0,1
,fisheye,blurImage,0.678714859,0.823293173,0.848393574,0.880522088,0.68373494,0.858433735,0.864457831,0.926706827,0.62751004,0.815261044,0.826305221,0.870481928,0.074297189,0.070281124,0.072289157,5659.663043,1591.750983,7251.414026,5613.67974,0,1,0,1,0,1
oidanimal,flipLeftRight,flipUpDown,0.215943491,0.468213925,0.523713421,0.466195762,0.152371342,0.549949546,0.560040363,0.542885974,0.119071645,0.428859738,0.443995964,0.431886983,0.068617558,0.047426842,0.059535822,1191.146311,1189.438224,2380.584535,1190.189094,1,0,1,0,1,1
,flipLeftRight,rotateMinus5deg,0.215943491,0.233097881,0.322906155,0.240161453,0.152371342,0.195761857,0.24419778,0.196770938,0.119071645,0.149344097,0.190716448,0.154389506,0.055499495,0.037336024,0.042381433,1188.662422,1190.582599,2379.245021,1192.490256,1,1,1,1,1,1
,flipLeftRight,rotatePlus5deg,0.215943491,0.229061554,0.324924319,0.236125126,0.152371342,0.180625631,0.23814329,0.194752775,0.119071645,0.138244198,0.189707366,0.152371342,0.05247225,0.038345106,0.033299697,1352.402882,1384.184151,2736.587033,1312.30674,1,1,1,1,1,1
,flipLeftRight,shearMinus20deg,0.215943491,0.247225025,0.339051463,0.264379415,0.152371342,0.204843592,0.255297679,0.217961655,0.119071645,0.162462159,0.205852674,0.181634712,0.063572149,0.043390515,0.048435923,1416.166843,1508.077762,2924.244605,1460.60092,1,1,1,1,1,1
,flipLeftRight,shearPlus20deg,0.215943491,0.247225025,0.329969728,0.249243189,0.152371342,0.203834511,0.247225025,0.2209889,0.119071645,0.17457114,0.209889001,0.175580222,0.057517659,0.047426842,0.040363269,1317.660419,1554.303171,2871.96359,1538.87637,1,1,1,1,1,1
,flipUpDown,rotateMinus5deg,0.468213925,0.233097881,0.523713421,0.483350151,0.549949546,0.195761857,0.565085772,0.551967709,0.428859738,0.149344097,0.442986882,0.4419778,0.076690212,0.055499495,0.066599395,1354.562786,1347.404634,2701.96742,1313.372842,1,1,1,1,1,1
,flipUpDown,rotatePlus5deg,0.468213925,0.229061554,0.529767911,0.48234107,0.549949546,0.180625631,0.569122099,0.548940464,0.428859738,0.138244198,0.449041372,0.4419778,0.084762866,0.053481332,0.068617558,1346.212628,1416.8388,2763.051427,3284.357372,1,1,1,0,1,1
,flipUpDown,shearMinus20deg,0.468213925,0.247225025,0.530776993,0.489404642,0.549949546,0.204843592,0.567103935,0.574167508,0.428859738,0.162462159,0.446014127,0.456104945,0.079717457,0.068617558,0.067608476,1207.292924,1339.090997,2546.38392,1338.064496,1,1,0,1,0,1
,flipUpDown,shearPlus20deg,0.468213925,0.247225025,0.527749748,0.501513623,0.549949546,0.203834511,0.567103935,0.562058527,0.428859738,0.17457114,0.452068618,0.455095863,0.084762866,0.063572149,0.070635721,1189.080179,1335.583803,2524.663982,1348.898026,1,1,1,1,0,1
,rotateMinus5deg,shearMinus20degrees,0.233097881,0.247225025,0.335015136,0.303733602,0.195761857,0.204843592,0.266397578,0.258324924,0.149344097,0.162462159,0.215943491,0.209889001,0.070635721,0.042381433,0.044399596,1190.055891,1335.417261,2525.473152,1360.423843,1,1,1,1,1,1
,rotateMinus5deg,shearPlus20degrees,0.233097881,0.247225025,0.331987891,0.266397578,0.195761857,0.203834511,0.262361251,0.233097881,0.149344097,0.17457114,0.2209889,0.184661958,0.049445005,0.036326942,0.026236125,1190.923547,1337.172712,2528.09626,1363.019325,1,1,1,1,1,1
,flipLeftRight,blurImage,0.215943491,0.315842583,0.391523713,0.31987891,0.152371342,0.312815338,0.342078708,0.323915237,0.119071645,0.251261352,0.281533804,0.255297679,0.051463169,0.045408678,0.038345106,1180.52563,1174.007951,2354.533581,1174.839111,1,1,1,1,1,1
,flipUpDown,blurImage,0.468213925,0.315842583,0.541876892,0.537840565,0.549949546,0.312815338,0.591321897,0.641775984,0.428859738,0.251261352,0.469223007,0.504540868,0.112008073,0.120080727,0.104944501,1169.893975,1176.707246,2346.601221,1177.304368,1,1,0,1,0,1
,rotateMinus5deg,blurImage,0.233097881,0.315842583,0.385469223,0.335015136,0.195761857,0.312815338,0.349142281,0.322906155,0.149344097,0.251261352,0.281533804,0.254288597,0.050454087,0.034308779,0.032290616,1171.649954,1175.418923,2347.068877,1178.717142,1,1,1,1,1,1
,rotatePlus5deg,shearMinus20degrees,0.229061554,0.247225025,0.338042381,0.260343088,0.180625631,0.204843592,0.262361251,0.227043391,0.138244198,0.162462159,0.212916246,0.184661958,0.044399596,0.037336024,0.040363269,1170.575968,1315.824495,2486.400462,1337.627102,1,1,1,1,1,1
,rotatePlus5deg,shearPlus20degrees,0.229061554,0.247225025,0.324924319,0.283551968,0.180625631,0.203834511,0.256306761,0.231079717,0.138244198,0.17457114,0.211907164,0.193743693,0.056508577,0.035317861,0.034308779,1171.389971,1314.467578,2485.857549,1337.432593,1,1,1,1,1,1
,rotatePlus5deg,blurImage,0.229061554,0.315842583,0.396569122,0.332996973,0.180625631,0.312815338,0.357214934,0.314833502,0.138244198,0.251261352,0.286579213,0.25025227,0.045408678,0.024217962,0.028254289,1170.347958,1174.916813,2345.264771,1178.454682,1,1,1,1,1,0
,shearMinus20degrees,blurImage,0.247225025,0.315842583,0.405650858,0.348133199,0.204843592,0.312815338,0.356205853,0.320887992,0.162462159,0.251261352,0.288597376,0.260343088,0.063572149,0.036326942,0.039354188,1313.620156,1175.247795,2488.867951,1322.831308,1,1,1,1,1,1
,shearPlus20degrees,blurImage,0.247225025,0.315842583,0.390514632,0.336024218,0.203834511,0.312815338,0.344096872,0.318869828,0.17457114,0.251261352,0.288597376,0.262361251,0.05247225,0.038345106,0.033299697,1314.845266,1175.668853,2490.514119,1322.480089,1,1,1,1,1,1
,flipLeftRight,brightnessPlus20,0.215943491,0.14530777,0.271442987,0.211907164,0.152371342,0.12815338,0.215943491,0.178607467,0.119071645,0.088799193,0.159434914,0.127144299,0.033299697,0.027245207,0.019172553,1162.620954,1154.901107,2317.522061,1156.392936,1,0,1,1,1,1
,flipUpDown,brightnessPlus20,0.468213925,0.14530777,0.507568113,0.48234107,0.549949546,0.12815338,0.568113017,0.584258325,0.428859738,0.088799193,0.438950555,0.450050454,0.055499495,0.055499495,0.048435923,1151.092061,1150.244218,2301.336279,1152.719042,1,1,0,1,0,1
,rotatePlus5deg,brightnessPlus20,0.229061554,0.14530777,0.29061554,0.236125126,0.180625631,0.12815338,0.236125126,0.199798184,0.138244198,0.088799193,0.175580222,0.146316852,0.042381433,0.027245207,0.026236125,1153.301677,1152.763826,2306.065503,1156.512096,1,1,1,1,1,1
,shearPlus20deg,brightnessPlus20,0.247225025,0.14530777,0.292633703,0.254288597,0.203834511,0.12815338,0.25025227,0.228052472,0.17457114,0.088799193,0.19778002,0.186680121,0.040363269,0.034308779,0.028254289,1296.435732,1149.889292,2446.325024,1296.008244,1,1,1,1,1,1
,flipLeftRight,brightnessMinus20,0.215943491,0.236125126,0.326942482,0.227043391,0.152371342,0.228052472,0.270433905,0.23814329,0.119071645,0.178607467,0.215943491,0.177598385,0.040363269,0.037336024,0.032290616,1148.826031,1148.841535,2297.667566,1149.952054,1,0,1,1,1,0
,flipUpDown,brightnessMinus20,0.468213925,0.236125126,0.51765893,0.518668012,0.549949546,0.228052472,0.574167508,0.623612513,0.428859738,0.178607467,0.451059536,0.483350151,0.095862765,0.095862765,0.082744702,1146.828107,1147.477403,2294.30551,1157.154496,0,1,0,1,0,1
,rotatePlus5deg,brightnessMinus20,0.229061554,0.236125126,0.336024218,0.27346115,0.180625631,0.228052472,0.285570131,0.24419778,0.138244198,0.178607467,0.228052472,0.199798184,0.048435923,0.034308779,0.032290616,1149.240112,1149.011691,2298.251803,1153.771688,1,1,1,1,1,1
,shearPlus20deg,brightnessMinus20,0.247225025,0.236125126,0.336024218,0.29061554,0.203834511,0.228052472,0.287588295,0.284561049,0.17457114,0.178607467,0.239152371,0.230070636,0.050454087,0.041372351,0.037336024,1299.059026,1150.848507,2449.907532,1297.726097,1,1,1,1,1,1
,flipLeftRight,fisheye,0.215943491,0.34308779,0.414732593,0.340060545,0.152371342,0.272452069,0.31382442,0.280524723,0.119071645,0.227043391,0.260343088,0.224016145,0.054490414,0.02320888,0.024217962,1145.978406,8266.446942,9412.425348,7584.080568,1,0,1,1,1,0
,flipUpDown,fisheye,0.468213925,0.34308779,0.577194753,0.452068618,0.549949546,0.272452069,0.58123108,0.514631685,0.428859738,0.227043391,0.461150353,0.39556004,0.066599395,0.045408678,0.04641776,1150.554489,8296.214919,9446.769409,8294.216154,1,0,1,0,1,0
,rotatePlus5deg,fisheye,0.229061554,0.34308779,0.406659939,0.335015136,0.180625631,0.272452069,0.308779011,0.285570131,0.138244198,0.227043391,0.255297679,0.236125126,0.047426842,0.030272452,0.028254289,1146.684615,8297.642641,9444.327256,10016.59189,1,0,1,1,1,1
,shearPlus20deg,fisheye,0.247225025,0.34308779,0.417759839,0.346115035,0.203834511,0.272452069,0.320887992,0.294651867,0.17457114,0.227043391,0.27346115,0.240161453,0.050454087,0.034308779,0.026236125,1295.652946,8295.897596,9591.550542,10034.9633,1,1,1,1,1,1
,flipLeftRight,contrastUp,0.215943491,0.329969728,0.408678103,0.353178607,0.152371342,0.375378406,0.404641776,0.392532795,0.119071645,0.275479314,0.306760848,0.288597376,0.064581231,0.058526741,0.050454087,1146.281255,1150.581095,2296.86235,1151.544451,1,1,1,1,1,1
,flipUpDown,contrastUp,0.468213925,0.329969728,0.565085772,0.637739657,0.549949546,0.375378406,0.632694248,0.764883956,0.428859738,0.275479314,0.498486377,0.619576186,0.162462159,0.170534813,0.170534813,1148.885836,1154.068501,2302.954337,1148.873986,0,1,0,1,0,1
,rotatePlus5deg,contrastUp,0.229061554,0.329969728,0.413723512,0.369323915,0.180625631,0.375378406,0.409687185,0.401614531,0.138244198,0.275479314,0.308779011,0.303733602,0.072653885,0.064581231,0.053481332,1149.019046,1147.605906,2296.624952,1156.437717,1,1,1,1,1,1
,shearPlus20deg,contrastUp,0.247225025,0.329969728,0.413723512,0.371342079,0.203834511,0.375378406,0.41876892,0.425832492,0.17457114,0.275479314,0.31987891,0.326942482,0.078708375,0.072653885,0.065590313,1291.907736,1148.892662,2440.800397,1296.231665,1,1,0,1,0,1
,flipLeftRight,contrastDown,0.215943491,0.221997982,0.31987891,0.254288597,0.152371342,0.234106963,0.282542886,0.256306761,0.119071645,0.162462159,0.207870838,0.177598385,0.048435923,0.04641776,0.039354188,1145.872955,1145.583764,2291.456718,1146.15288,1,1,1,1,1,1
,flipUpDown,contrastDown,0.468213925,0.221997982,0.519677094,0.536831483,0.549949546,0.234106963,0.589303734,0.650857719,0.428859738,0.162462159,0.451059536,0.495459132,0.101917255,0.108980827,0.087790111,1144.20586,1144.384682,2288.590541,1145.518758,0,1,0,1,0,1
,rotatePlus5deg,contrastDown,0.229061554,0.221997982,0.327951564,0.26135217,0.180625631,0.234106963,0.293642785,0.268415742,0.138244198,0.162462159,0.213925328,0.190716448,0.047426842,0.039354188,0.035317861,1143.968192,1143.522627,2287.490819,1150.202965,1,1,1,1,1,1
,shearPlus20deg,contrastDown,0.247225025,0.221997982,0.327951564,0.284561049,0.203834511,0.234106963,0.307769929,0.307769929,0.17457114,0.162462159,0.233097881,0.230070636,0.060544904,0.055499495,0.043390515,3238.985159,1434.983174,4673.968332,1634.406726,1,1,0,1,1,1
,fisheye,brightnessPlus20,0.34308779,0.14530777,0.388496468,0.331987891,0.272452069,0.12815338,0.311806256,0.268415742,0.227043391,0.088799193,0.248234107,0.221997982,0.047426842,0.026236125,0.024217962,10087.05681,1505.108018,11592.16483,9648.225259,1,0,1,0,1,0
,fisheye,brightnessMinus20,0.34308779,0.236125126,0.413723512,0.36629667,0.272452069,0.228052472,0.335015136,0.325933401,0.227043391,0.178607467,0.276488396,0.259334006,0.062563068,0.038345106,0.033299697,9503.059513,1228.242856,10731.30237,8449.636381,1,1,1,1,1,1
,fisheye,contrastUp,0.34308779,0.329969728,0.485368315,0.38345106,0.272452069,0.375378406,0.447023209,0.425832492,0.227043391,0.275479314,0.350151362,0.330978809,0.057517659,0.064581231,0.050454087,8416.946673,1192.687121,9609.633794,8401.918825,1,1,1,1,1,1
,fisheye,contrastDown,0.34308779,0.221997982,0.404641776,0.336024218,0.272452069,0.234106963,0.346115035,0.316851665,0.227043391,0.162462159,0.263370333,0.246215943,0.056508577,0.038345106,0.038345106,8385.316954,1202.356304,9587.673258,8375.141919,1,0,1,1,1,1
,fisheye,blurImage,0.34308779,0.315842583,0.443995964,0.443995964,0.272452069,0.312815338,0.373360242,0.403632694,0.227043391,0.251261352,0.310797175,0.303733602,0.127144299,0.078708375,0.058526741,8443.698909,1240.010348,9683.709257,8990.742342,0,1,0,1,1,1
oidfood,flipLeftRight,flipUpDown,0.361426256,0.609400324,0.696920583,0.617504052,0.252836305,0.617504052,0.65802269,0.609400324,0.189627229,0.513776337,0.557536467,0.518638574,0.064829822,0.050243112,0.059967585,747.8399756,738.8509532,1486.690929,739.9668894,1,1,1,0,1,1
,flipLeftRight,rotateMinus5deg,0.361426256,0.444084279,0.58184765,0.440842788,0.252836305,0.320907618,0.423014587,0.338735818,0.189627229,0.259319287,0.351701783,0.265802269,0.069692058,0.064829822,0.063209076,740.1152181,741.5607778,1481.675996,741.1685516,1,0,1,1,1,1
,flipLeftRight,rotatePlus5deg,0.361426256,0.439222042,0.557536467,0.427876823,0.252836305,0.337115073,0.419773096,0.3273906,0.189627229,0.277147488,0.354943274,0.25445705,0.079416532,0.071312804,0.064829822,739.045664,739.2477718,1478.293436,741.7349949,1,0,1,0,1,0
,flipLeftRight,shearMinus20deg,0.361426256,0.439222042,0.576985413,0.470016207,0.252836305,0.351701783,0.437601297,0.346839546,0.189627229,0.294975689,0.369529984,0.282009724,0.087520259,0.063209076,0.05834684,741.0985839,837.6428671,1578.741451,838.7644364,1,1,1,0,1,0
,flipLeftRight,shearPlus20deg,0.361426256,0.398703404,0.554294976,0.434359806,0.252836305,0.34197731,0.427876823,0.351701783,0.189627229,0.264181524,0.350081037,0.278768233,0.089141005,0.072933549,0.074554295,743.5221557,829.7270843,1573.24924,838.395098,1,1,1,1,1,1
,flipUpDown,rotateMinus5deg,0.609400324,0.444084279,0.71636953,0.628849271,0.617504052,0.320907618,0.666126418,0.630470016,0.513776337,0.259319287,0.557536467,0.534846029,0.068071313,0.042139384,0.063209076,742.5983399,744.5969471,1487.195287,744.5386035,1,1,1,1,1,1
,flipUpDown,rotatePlus5deg,0.609400324,0.439222042,0.714748784,0.632090762,0.617504052,0.337115073,0.662884927,0.627228525,0.513776337,0.277147488,0.562398703,0.528363047,0.064829822,0.045380875,0.048622366,742.9237953,743.0405124,1485.964308,743.8013801,1,1,1,1,1,1
,flipUpDown,shearMinus20deg,0.609400324,0.439222042,0.700162075,0.666126418,0.617504052,0.351701783,0.65802269,0.656401945,0.513776337,0.294975689,0.554294976,0.560777958,0.084278768,0.061588331,0.074554295,742.2251935,839.796025,1582.021219,839.0698925,1,1,1,1,0,1
,flipUpDown,shearPlus20deg,0.609400324,0.398703404,0.700162075,0.653160454,0.617504052,0.34197731,0.666126418,0.6726094,0.513776337,0.264181524,0.560777958,0.570502431,0.076175041,0.066450567,0.077795786,740.3959916,835.8025869,1576.198579,836.8050953,1,1,0,1,0,1
,rotateMinus5deg,shearMinus20degrees,0.444084279,0.439222042,0.606158833,0.497568882,0.320907618,0.351701783,0.460291734,0.413290113,0.259319287,0.294975689,0.397082658,0.338735818,0.066450567,0.055105348,0.045380875,741.4842478,834.5377757,1576.022024,849.2535175,1,1,1,1,1,1
,rotateMinus5deg,shearPlus20degrees,0.444084279,0.398703404,0.586709887,0.4910859,0.320907618,0.34197731,0.460291734,0.395461912,0.259319287,0.264181524,0.377633712,0.31280389,0.087520259,0.05834684,0.053484603,746.9930677,838.0499068,1585.042975,850.8051365,1,1,1,1,1,1
,flipLeftRight,blurImage,0.361426256,0.500810373,0.601296596,0.494327391,0.252836305,0.465153971,0.529983793,0.444084279,0.189627229,0.369529984,0.43273906,0.353322528,0.066450567,0.042139384,0.048622366,741.2711869,742.0829977,1483.354185,731.4682703,1,0,1,0,1,0
,flipUpDown,blurImage,0.609400324,0.500810373,0.73095624,0.649918963,0.617504052,0.465153971,0.698541329,0.71636953,0.513776337,0.369529984,0.585089141,0.576985413,0.076175041,0.076175041,0.072933549,727.5529458,730.8970437,1458.44999,733.9337733,1,1,0,1,1,1
