Dataset,MR1,MR2,objfailureRateMR1,objfailureRateMR2,objfailureRateMR1_MR2_combined,objfailureRateMR1_2_composite,classfailureRateMR1,classfailureRateMR2,classfailureRateMR1_MR2_combined,classfailureRateMR1_2_composite,objClassDetectFailureRateMR1,objClassDetectFailureRateMR2,objClassDetectFailureRateMR1_MR2,objClassDetectFailureRateMR12,objDetectCompositeMRUniqueFaults,objClassCompositeMRUniqueFaults,compositeMRUniqueFaults,timeMR1,timeMR2,timeMR12,timeMR12_composite,Avg. MRx U MRy Improvement for object Detection,Avg. MRx U MRy effectiveness of composite MR against composable MRs (Detection),Avg. MRx U MRy Improvement for object classification,Avg. MRx U MRy effectiveness of composite MR against composable MRs (classification),Avg. MRx U MRy Improvement for object ,Avg. MRx U MRy effectiveness of composite MR against composable MRs
,flipUpDown,shearPlus20deg,0.631276901,0.492109039,0.682926829,0.651362984,0.971305595,0.746054519,0.984218077,0.982783357,0.619799139,0.390243902,0.62697274,0.639885222,0.017216643,0.010043042,0.015781923,88.9837534,127.1360795,216.1198329,124.9134549,1,1,1,1,0,1
,rotateMinus5deg,shearMinus20degrees,0.486370158,0.492109039,0.641319943,0.543758967,0.609756098,0.75035868,0.826398852,0.783357245,0.286944046,0.393113343,0.459110473,0.444763271,0.06025825,0.054519369,0.065997131,87.7409972,122.8446665,210.5856637,130.0328486,1,1,1,1,1,1
,rotateMinus5deg,shearPlus20degrees,0.486370158,0.492109039,0.634146341,0.538020086,0.609756098,0.746054519,0.820659971,0.715925395,0.286944046,0.390243902,0.451936872,0.394548063,0.073170732,0.050215208,0.058823529,87.3795638,122.5071465,209.8867103,129.6746841,1,1,1,0,1,1
,flipLeftRight,blurImage,0.447632712,0.581061693,0.677187948,0.591104735,0.575322812,0.915351506,0.931133429,0.922525108,0.230989957,0.558106169,0.569583931,0.568149211,0.015781923,0.021520803,0.022955524,86.5274652,87.7903022,174.3177674,87.6744465,1,1,1,1,1,1
,flipUpDown,blurImage,0.631276901,0.581061693,0.667144907,0.645624103,0.971305595,0.915351506,0.995695839,0.995695839,0.619799139,0.558106169,0.642754663,0.644189383,0.00286944,0.00286944,0.00286944,86.7789083,87.8505491,174.6294574,87.7924111,1,1,0,1,0,1
,rotateMinus5deg,blur_image,0.486370158,0.581061693,0.694404591,0.605451937,0.609756098,0.915351506,0.932568149,0.922525108,0.286944046,0.558106169,0.576757532,0.578192253,0.021520803,0.024390244,0.031563845,87.5766187,87.4208967,174.9975154,89.068665,1,1,1,1,0,1
,rotatePlus5deg,shearMinus20degrees,0.519368723,0.492109039,0.661406026,0.519368723,0.631276901,0.75035868,0.835007174,0.743185079,0.31276901,0.393113343,0.479196557,0.397417504,0.048780488,0.040172166,0.038737446,87.4749026,123.0650802,210.5399828,130.5454317,1,0,1,0,1,1
,rotatePlus5deg,shearPlus20degrees,0.519368723,0.492109039,0.664275466,0.553802009,0.631276901,0.746054519,0.823529412,0.793400287,0.31276901,0.390243902,0.467718795,0.447632712,0.040172166,0.057388809,0.053084648,87.8265448,123.1755932,211.002138,129.6315899,1,1,1,1,1,1
,rotatePlus5deg,blurImage,0.519368723,0.581061693,0.704447633,0.599713056,0.631276901,0.915351506,0.93543759,0.918220947,0.31276901,0.558106169,0.576757532,0.569583931,0.012912482,0.020086083,0.027259684,88.4844086,88.0277996,176.5122082,92.3193191,1,1,1,1,1,1
,shearMinus20degrees,blurImage,0.492109039,0.581061693,0.661406026,0.6241033,0.75035868,0.915351506,0.949784792,0.944045911,0.393113343,0.558106169,0.592539455,0.599713056,0.021520803,0.020086083,0.025824964,124.2567763,88.3561595,212.6129358,126.3829782,1,1,1,1,0,1
,shearPlus20degrees,blurImage,0.492109039,0.581061693,0.670014347,0.611190818,0.746054519,0.915351506,0.949784792,0.952654232,0.390243902,0.558106169,0.593974175,0.599713056,0.018651363,0.027259684,0.025824964,125.5547028,88.5681808,214.1228836,216.2374195,1,1,0,1,0,1
,flipLeftRight,brightnessPlus20,0.447632712,0.106169297,0.479196557,0.43902439,0.575322812,0.406025825,0.648493544,0.576757532,0.230989957,0.06025825,0.256814921,0.230989957,0.020086083,0.008608321,0.012912482,108.8695246,105.8154541,214.6849787,105.5133569,1,0,1,1,1,0
,flipUpDown,brightnessPlus20,0.631276901,0.106169297,0.641319943,0.632711621,0.971305595,0.406025825,0.979913917,0.972740316,0.619799139,0.06025825,0.619799139,0.621233859,0.00286944,0.00143472,0.00143472,102.9400328,106.7277792,209.667812,107.0290769,1,1,1,1,0,1
,rotatePlus5deg,brightnessPlus20,0.519368723,0.106169297,0.542324247,0.515064562,0.631276901,0.406025825,0.724533716,0.637015782,0.31276901,0.06025825,0.331420373,0.315638451,0.034433286,0.017216643,0.024390244,115.4109017,116.3186192,231.7295209,117.6369091,1,0,1,1,1,1
,shearPlus20deg,brightnessPlus20,0.492109039,0.106169297,0.520803443,0.507890961,0.746054519,0.406025825,0.802008608,0.753228121,0.390243902,0.06025825,0.411764706,0.398852224,0.031563845,0.012912482,0.017216643,162.9091274,115.2016181,278.1107455,163.8273779,1,1,1,1,1,1
,flipLeftRight,brightnessMinus20,0.447632712,0.134863702,0.487804878,0.446197991,0.575322812,0.410329986,0.642754663,0.572453372,0.230989957,0.065997131,0.2482066,0.228120516,0.034433286,0.018651363,0.024390244,116.1737037,126.249719,242.4234227,122.2823839,1,0,1,0,1,0
,flipUpDown,brightnessMinus20,0.631276901,0.134863702,0.655667145,0.634146341,0.971305595,0.410329986,0.981348637,0.971305595,0.619799139,0.065997131,0.619799139,0.621233859,0.00286944,0.00286944,0.004304161,137.3716756,136.3136694,273.685345,155.6100755,1,1,1,0,0,1
,rotatePlus5deg,brightnessMinus20,0.519368723,0.134863702,0.558106169,0.507890961,0.631276901,0.410329986,0.710186514,0.628407461,0.31276901,0.065997131,0.332855093,0.305595409,0.028694405,0.007173601,0.012912482,129.230028,125.1268145,254.3568425,124.1369323,1,0,1,0,1,0
,shearPlus20deg,brightnessMinus20,0.492109039,0.134863702,0.527977044,0.496413199,0.746054519,0.410329986,0.796269727,0.733142037,0.390243902,0.065997131,0.401721664,0.385939742,0.025824964,0.005738881,0.010043042,191.5820202,124.6936195,316.2756397,170.801147,1,1,1,0,1,0
,flipLeftRight,fisheye,0.447632712,0.568149211,0.675753228,0.578192253,0.575322812,0.771879484,0.853658537,0.781922525,0.230989957,0.447632712,0.493543759,0.459110473,0.031563845,0.027259684,0.030129125,123.1972396,2060.316664,2183.513904,2262.116664,1,1,1,1,1,1
,flipUpDown,fisheye,0.631276901,0.568149211,0.717360115,0.649928264,0.971305595,0.771879484,0.984218077,0.985652798,0.619799139,0.447632712,0.629842181,0.641319943,0.011477762,0.008608321,0.014347202,117.7254432,2229.995985,2347.721428,2148.450066,1,1,0,1,0,1
,rotatePlus5deg,fisheye,0.519368723,0.568149211,0.698708752,0.588235294,0.631276901,0.771879484,0.849354376,0.786226686,0.31276901,0.447632712,0.496413199,0.469153515,0.053084648,0.040172166,0.051649928,105.6820644,2162.912946,2268.59501,2719.954513,1,1,1,1,1,1
,shearPlus20deg,fisheye,0.492109039,0.568149211,0.674318508,0.596843615,0.746054519,0.771879484,0.893830703,0.843615495,0.390243902,0.447632712,0.529411765,0.513629842,0.048780488,0.038737446,0.043041607,167.0740829,2237.388359,2404.462442,2556.464326,1,1,1,1,1,1
,flipLeftRight,contrastUp,0.447632712,0.49784792,0.637015782,0.532281205,0.575322812,0.763271162,0.833572453,0.769010043,0.230989957,0.414634146,0.473457676,0.427546628,0.045911047,0.035868006,0.041606887,125.0541949,121.7332229,246.7874178,118.5641044,1,1,1,1,1,1
,flipUpDown,contrastUp,0.631276901,0.49784792,0.678622669,0.632711621,0.971305595,0.763271162,0.985652798,0.978479197,0.619799139,0.414634146,0.629842181,0.62266858,0.011477762,0.005738881,0.008608321,118.9155013,119.9772436,238.8927449,119.2131005,1,1,1,1,1,1
,rotatePlus5deg,contrastUp,0.519368723,0.49784792,0.672883788,0.540889527,0.631276901,0.763271162,0.846484935,0.816355811,0.31276901,0.414634146,0.496413199,0.463414634,0.035868006,0.051649928,0.050215208,119.3857739,119.658062,239.0438359,122.9131748,1,1,1,1,1,1
,shearPlus20deg,contrastUp,0.492109039,0.49784792,0.629842181,0.56097561,0.746054519,0.763271162,0.8723099,0.850789096,0.390243902,0.414634146,0.512195122,0.49784792,0.050215208,0.041606887,0.050215208,168.8513338,122.3234959,291.1748297,170.7902223,1,1,1,1,1,1
,flipLeftRight,contrastDown,0.447632712,0.129124821,0.492109039,0.43472023,0.575322812,0.410329986,0.645624103,0.581061693,0.230989957,0.065997131,0.261119082,0.228120516,0.021520803,0.012912482,0.015781923,124.4797188,122.7409814,247.2207002,123.5657752,1,0,1,1,1,0
,flipUpDown,contrastDown,0.631276901,0.129124821,0.645624103,0.637015782,0.971305595,0.410329986,0.979913917,0.969870875,0.619799139,0.065997131,0.619799139,0.6241033,0.005738881,0.00143472,0.005738881,121.0067111,121.2021951,242.2089062,120.5691321,1,1,1,0,0,1
,rotatePlus5deg,contrastDown,0.519368723,0.129124821,0.549497848,0.503586801,0.631276901,0.410329986,0.721664275,0.629842181,0.31276901,0.065997131,0.335724534,0.305595409,0.032998565,0.017216643,0.020086083,119.5787072,119.422512,239.0012192,121.6770892,1,0,1,0,1,0
,shearPlus20deg,contrastDown,0.492109039,0.129124821,0.527977044,0.507890961,0.746054519,0.410329986,0.796269727,0.753228121,0.390243902,0.065997131,0.408895265,0.398852224,0.034433286,0.015781923,0.018651363,166.8421263,119.5133656,286.3554919,168.5829189,1,1,1,1,1,1
,fisheye,brightnessPlus20,0.568149211,0.106169297,0.588235294,0.581061693,0.771879484,0.406025825,0.850789096,0.754662841,0.447632712,0.06025825,0.460545194,0.447632712,0.035868006,0.008608321,0.017216643,2183.790744,108.0574571,2291.848201,2125.395428,1,1,1,0,1,0
,fisheye,brightnessMinus20,0.568149211,0.134863702,0.595408895,0.586800574,0.771879484,0.410329986,0.845050215,0.781922525,0.447632712,0.065997131,0.460545194,0.464849354,0.025824964,0.012912482,0.021520803,2242.860989,129.7718561,2372.632845,2247.22301,1,1,1,1,0,1
,fisheye,contrastUp,0.568149211,0.49784792,0.680057389,0.605451937,0.771879484,0.763271162,0.903873745,0.863701578,0.447632712,0.414634146,0.548063128,0.533715925,0.044476327,0.025824964,0.030129125,2066.067739,131.9036073,2197.971346,2253.828417,1,1,1,1,1,1
,fisheye,contrastDown,0.568149211,0.129124821,0.589670014,0.586800574,0.771879484,0.410329986,0.853658537,0.753228121,0.447632712,0.065997131,0.461979914,0.449067432,0.040172166,0.011477762,0.020086083,1990.557631,120.9861633,2111.543794,1890.318107,1,1,1,0,1,1
,fisheye,blurImage,0.568149211,0.581061693,0.695839311,0.612625538,0.771879484,0.915351506,0.948350072,0.955523673,0.447632712,0.558106169,0.592539455,0.602582496,0.022955524,0.025824964,0.030129125,1885.99768,112.4525583,1998.450239,1902.596402,1,1,0,1,0,1
cocoperson,flipLeftRight,flipUpDown,0.465863454,0.702811245,0.765060241,0.701807229,0.507028112,0.968875502,0.979919679,0.97188755,0.241967871,0.68875502,0.690763052,0.692771084,0.009036145,0.004016064,0.011044177,182.2333395,170.993406,353.2267455,183.2016726,1,0,1,1,0,1
,flipLeftRight,rotateMinus5deg,0.465863454,0.513052209,0.657630522,0.509036145,0.507028112,0.576305221,0.698795181,0.572289157,0.241967871,0.310240964,0.40060241,0.301204819,0.078313253,0.072289157,0.067269076,186.9412437,172.2568957,359.1981394,157.5478872,1,0,1,0,1,0
,flipLeftRight,rotatePlus5deg,0.465863454,0.501004016,0.648594378,0.537148594,0.507028112,0.563253012,0.682730924,0.576305221,0.241967871,0.303212851,0.395582329,0.323293173,0.076305221,0.073293173,0.067269076,154.4327848,159.3257772,313.758562,157.3226373,1,1,1,1,1,1
,flipLeftRight,shearMinus20deg,0.465863454,0.506024096,0.658634538,0.511044177,0.507028112,0.677710843,0.757028112,0.661646586,0.241967871,0.395582329,0.463855422,0.384538153,0.059236948,0.062248996,0.06124498,154.706538,238.1942779,392.9008159,229.7203865,1,1,1,0,1,0
,flipLeftRight,shearPlus20deg,0.465863454,0.508032129,0.647590361,0.539156627,0.507028112,0.66064257,0.740963855,0.669678715,0.241967871,0.38253012,0.448795181,0.406626506,0.068273092,0.075301205,0.083333333,169.473461,226.3535082,395.8269692,233.3284918,1,1,1,1,1,1
,flipUpDown,rotateMinus5deg,0.702811245,0.513052209,0.780120482,0.696787149,0.968875502,0.576305221,0.979919679,0.957831325,0.68875502,0.310240964,0.692771084,0.680722892,0.010040161,0.004016064,0.006024096,169.688413,196.7705131,366.4589261,169.4598362,1,0,1,0,1,0
,flipUpDown,rotatePlus5deg,0.702811245,0.501004016,0.777108434,0.705823293,0.968875502,0.563253012,0.977911647,0.968875502,0.68875502,0.303212851,0.691767068,0.6937751,0.009036145,0.006024096,0.010040161,164.8924798,167.0391247,331.9316045,166.180508,1,1,1,0,0,1
,flipUpDown,shearMinus20deg,0.702811245,0.506024096,0.75,0.717871486,0.968875502,0.677710843,0.982931727,0.974899598,0.68875502,0.395582329,0.697791165,0.704819277,0.013052209,0.007028112,0.011044177,164.670355,224.8413069,389.5116619,224.4146566,1,1,1,1,0,1
,flipUpDown,shearPlus20deg,0.702811245,0.508032129,0.751004016,0.705823293,0.968875502,0.66064257,0.979919679,0.977911647,0.68875502,0.38253012,0.694779116,0.697791165,0.009036145,0.009036145,0.009036145,169.3050252,230.5625602,399.8675854,229.4390389,1,1,1,1,0,1
,rotateMinus5deg,shearMinus20degrees,0.513052209,0.506024096,0.675702811,0.567269076,0.576305221,0.677710843,0.763052209,0.740963855,0.310240964,0.395582329,0.469879518,0.462851406,0.06124498,0.076305221,0.074297189,171.1984315,234.4596988,405.6581303,246.3638366,1,1,1,1,1,1
,rotateMinus5deg,shearPlus20degrees,0.513052209,0.508032129,0.673694779,0.547188755,0.576305221,0.66064257,0.767068273,0.639558233,0.310240964,0.38253012,0.467871486,0.381526104,0.063253012,0.040160643,0.046184739,166.9011801,230.2351239,397.136304,243.8186891,1,1,1,0,1,0
,flipLeftRight,blurImage,0.465863454,0.603413655,0.703815261,0.640562249,0.507028112,0.87248996,0.887550201,0.87751004,0.241967871,0.582329317,0.595381526,0.607429719,0.034136546,0.037148594,0.046184739,154.1019895,134.8498237,288.9518132,136.8747086,1,1,1,1,0,1
,flipUpDown,blurImage,0.702811245,0.603413655,0.723895582,0.709839357,0.968875502,0.87248996,0.987951807,0.983935743,0.68875502,0.582329317,0.702811245,0.704819277,0.011044177,0.00502008,0.008032129,132.7521344,135.4106245,268.1627589,136.5834462,1,1,1,1,0,1
,rotateMinus5deg,blur_image,0.513052209,0.603413655,0.713855422,0.61746988,0.576305221,0.87248996,0.885542169,0.863453815,0.310240964,0.582329317,0.596385542,0.581325301,0.023092369,0.029116466,0.03313253,134.1615198,134.9193782,269.080898,137.7912338,1,1,1,0,1,0
,rotatePlus5deg,shearMinus20degrees,0.501004016,0.506024096,0.66064257,0.544176707,0.563253012,0.677710843,0.766064257,0.648594378,0.303212851,0.395582329,0.474899598,0.390562249,0.06626506,0.046184739,0.048192771,137.6622214,1803.284657,1940.946878,198.3597288,1,1,1,0,1,0
,rotatePlus5deg,shearPlus20degrees,0.501004016,0.508032129,0.662650602,0.568273092,0.563253012,0.66064257,0.753012048,0.737951807,0.303212851,0.38253012,0.468875502,0.457831325,0.068273092,0.073293173,0.069277108,133.5413206,188.9950042,322.5363248,196.2744896,1,1,1,1,1,1
,rotatePlus5deg,blurImage,0.501004016,0.603413655,0.710843373,0.621485944,0.563253012,0.87248996,0.889558233,0.873493976,0.303212851,0.582329317,0.600401606,0.591365462,0.036144578,0.037148594,0.042168675,126.8366863,127.1223589,253.9590452,128.8717362,1,1,1,1,1,1
,shearMinus20degrees,blurImage,0.506024096,0.603413655,0.684738956,0.644578313,0.677710843,0.87248996,0.899598394,0.903614458,0.395582329,0.582329317,0.608433735,0.621485944,0.041164659,0.03815261,0.045180723,179.9223366,127.5210342,307.4433708,180.6372784,1,1,0,1,0,1
,shearPlus20degrees,blurImage,0.508032129,0.603413655,0.690763052,0.645582329,0.66064257,0.87248996,0.894578313,0.920682731,0.38253012,0.582329317,0.607429719,0.634538153,0.032128514,0.044176707,0.042168675,177.8180629,127.7251358,305.5431987,179.5821824,1,1,0,1,0,1
,flipLeftRight,brightnessPlus20,0.465863454,0.131526104,0.501004016,0.46184739,0.507028112,0.359437751,0.591365462,0.517068273,0.241967871,0.085341365,0.281124498,0.24497992,0.021084337,0.011044177,0.015060241,175.1129961,169.2547297,344.3677258,169.9302585,1,0,1,1,1,1
,flipUpDown,brightnessPlus20,0.702811245,0.131526104,0.718875502,0.702811245,0.968875502,0.359437751,0.980923695,0.969879518,0.68875502,0.085341365,0.68875502,0.689759036,0,0,0.001004016,162.8406129,164.8921832,327.7327961,163.2513395,1,0,1,1,0,1
,rotatePlus5deg,brightnessPlus20,0.501004016,0.131526104,0.539156627,0.512048193,0.563253012,0.359437751,0.65060241,0.575301205,0.303212851,0.085341365,0.33935743,0.318273092,0.040160643,0.018072289,0.025100402,162.3628764,162.0306028,324.3934792,163.6114998,1,1,1,1,1,1
,shearPlus20deg,brightnessPlus20,0.508032129,0.131526104,0.547188755,0.506024096,0.66064257,0.359437751,0.720883534,0.664658635,0.38253012,0.085341365,0.41064257,0.390562249,0.025100402,0.014056225,0.019076305,222.294267,161.18984,383.484107,224.0235112,1,0,1,1,1,1
,flipLeftRight,brightnessMinus20,0.465863454,0.15060241,0.509036145,0.454819277,0.507028112,0.368473896,0.592369478,0.514056225,0.241967871,0.091365462,0.282128514,0.235943775,0.03313253,0.018072289,0.018072289,161.7365722,163.3420213,325.0785935,169.5996603,1,0,1,1,1,0
,flipUpDown,brightnessMinus20,0.702811245,0.15060241,0.718875502,0.702811245,0.968875502,0.368473896,0.981927711,0.965863454,0.68875502,0.091365462,0.689759036,0.687751004,0.001004016,0,0.003012048,161.0652269,161.6739018,322.7391287,161.8425356,1,0,1,0,1,0
,rotatePlus5deg,brightnessMinus20,0.501004016,0.15060241,0.543172691,0.508032129,0.563253012,0.368473896,0.644578313,0.575301205,0.303212851,0.091365462,0.336345382,0.31626506,0.037148594,0.019076305,0.02811245,162.6192923,158.8793625,321.4986548,161.7625487,1,1,1,1,1,1
,shearPlus20deg,brightnessMinus20,0.508032129,0.15060241,0.545180723,0.501004016,0.66064257,0.368473896,0.712851406,0.647590361,0.38253012,0.091365462,0.40562249,0.370481928,0.022088353,0.009036145,0.010040161,227.321076,160.8776563,388.1987323,226.3397218,1,0,1,0,1,0
,flipLeftRight,fisheye,0.465863454,0.619477912,0.739959839,0.610441767,0.507028112,0.702811245,0.8062249,0.71184739,0.241967871,0.469879518,0.524096386,0.473895582,0.032128514,0.035140562,0.031124498,160.4529364,2701.339117,2861.792054,2748.547509,1,0,1,1,1,1
,flipUpDown,fisheye,0.702811245,0.619477912,0.802208835,0.703815261,0.968875502,0.702811245,0.981927711,0.979919679,0.68875502,0.469879518,0.699799197,0.697791165,0.007028112,0.011044177,0.011044177,173.6059877,2758.914213,2932.520201,2760.167849,1,1,1,1,1,1
,rotatePlus5deg,fisheye,0.501004016,0.619477912,0.736947791,0.640562249,0.563253012,0.702811245,0.799196787,0.735943775,0.303212851,0.469879518,0.526104418,0.492971888,0.051204819,0.047188755,0.045180723,159.6571915,2750.209983,2909.867174,3354.793149,1,1,1,1,1,1
,shearPlus20deg,fisheye,0.508032129,0.619477912,0.729919679,0.628514056,0.66064257,0.702811245,0.833333333,0.787148594,0.38253012,0.469879518,0.552208835,0.526104418,0.044176707,0.051204819,0.047188755,226.1439204,2772.71975,2998.863671,3938.856541,1,1,1,1,1,1
,flipLeftRight,contrastUp,0.465863454,0.529116466,0.656626506,0.553212851,0.507028112,0.719879518,0.78313253,0.735943775,0.241967871,0.444779116,0.490963855,0.451807229,0.060240964,0.057228916,0.058232932,182.0440728,186.2123807,368.2564535,184.2990878,1,1,1,1,1,1
,flipUpDown,contrastUp,0.702811245,0.529116466,0.74497992,0.703815261,0.968875502,0.719879518,0.984939759,0.972891566,0.68875502,0.444779116,0.700803213,0.691767068,0.008032129,0.004016064,0.007028112,177.3980867,182.066771,359.4648577,190.9496028,1,1,1,1,1,1
,rotatePlus5deg,contrastUp,0.501004016,0.529116466,0.682730924,0.581325301,0.563253012,0.719879518,0.803212851,0.735943775,0.303212851,0.444779116,0.516064257,0.47188755,0.064257028,0.059236948,0.059236948,189.3008204,187.6686509,376.9694713,181.1088101,1,1,1,1,1,1
,shearPlus20deg,contrastUp,0.508032129,0.529116466,0.666666667,0.597389558,0.66064257,0.719879518,0.845381526,0.805220884,0.38253012,0.444779116,0.551204819,0.527108434,0.060240964,0.047188755,0.0562249,253.56863,179.7937511,433.3623811,262.7181398,1,1,1,1,1,1
,flipLeftRight,contrastDown,0.465863454,0.137550201,0.508032129,0.457831325,0.507028112,0.361445783,0.595381526,0.510040161,0.241967871,0.086345382,0.285140562,0.241967871,0.027108434,0.011044177,0.013052209,183.3565519,181.2437808,364.6003327,194.7881743,1,0,1,1,1,0
,flipUpDown,contrastDown,0.702811245,0.137550201,0.715863454,0.702811245,0.968875502,0.361445783,0.980923695,0.970883534,0.68875502,0.086345382,0.68875502,0.690763052,0.001004016,0,0.003012048,183.8701736,181.4071412,365.2773148,182.4216167,1,0,1,1,0,1
,rotatePlus5deg,contrastDown,0.501004016,0.137550201,0.539156627,0.507028112,0.563253012,0.361445783,0.649598394,0.581325301,0.303212851,0.086345382,0.338353414,0.322289157,0.042168675,0.024096386,0.032128514,185.1181626,183.96711,369.0852726,186.5524251,1,1,1,1,1,1
,shearPlus20deg,contrastDown,0.508032129,0.137550201,0.543172691,0.50502008,0.66064257,0.361445783,0.71686747,0.661646586,0.38253012,0.086345382,0.407630522,0.385542169,0.024096386,0.013052209,0.015060241,251.4899261,183.7119985,435.2019246,252.109483,1,0,1,1,1,1
,fisheye,brightnessPlus20,0.619477912,0.131526104,0.658634538,0.608433735,0.702811245,0.359437751,0.805220884,0.718875502,0.469879518,0.085341365,0.493975904,0.476907631,0.024096386,0.018072289,0.019076305,3045.328021,194.3762217,3239.704243,3314.863472,1,0,1,1,1,1
,fisheye,brightnessMinus20,0.619477912,0.15060241,0.649598394,0.620481928,0.702811245,0.368473896,0.793172691,0.710843373,0.469879518,0.091365462,0.484939759,0.478915663,0.015060241,0.008032129,0.011044177,3284.96494,193.9660054,3478.930945,3100.569663,1,1,1,1,1,1
,fisheye,contrastUp,0.619477912,0.529116466,0.733935743,0.639558233,0.702811245,0.719879518,0.864457831,0.834337349,0.469879518,0.444779116,0.586345382,0.562248996,0.03815261,0.041164659,0.037148594,3192.890514,184.0186268,3376.909141,3303.901041,1,1,1,1,1,1
,fisheye,contrastDown,0.619477912,0.137550201,0.653614458,0.620481928,0.702811245,0.361445783,0.803212851,0.72188755,0.469879518,0.086345382,0.490963855,0.481927711,0.026104418,0.022088353,0.023092369,3371.909918,194.2532977,3566.163216,3065.33745,1,1,1,1,1,1
,fisheye,blurImage,0.619477912,0.603413655,0.74497992,0.666666667,0.702811245,0.87248996,0.906626506,0.916666667,0.469879518,0.582329317,0.618473896,0.639558233,0.035140562,0.03815261,0.045180723,3347.899477,198.3512341,3546.250711,3383.739188,1,1,0,1,0,1
cocovehicle,flipLeftRight,flipUpDown,0.449799197,0.676706827,0.743975904,0.677710843,0.522088353,0.976907631,0.987951807,0.973895582,0.231927711,0.669678715,0.673694779,0.670682731,0.009036145,0.002008032,0.008032129,129.6042695,126.4350092,256.0392787,128.4184716,1,1,1,0,1,1
,flipLeftRight,rotateMinus5deg,0.449799197,0.479919679,0.629518072,0.512048193,0.522088353,0.615461847,0.715863454,0.606425703,0.231927711,0.309236948,0.390562249,0.310240964,0.09437751,0.072289157,0.074297189,126.954881,127.8637905,254.8186715,127.4856652,1,1,1,0,1,1
,flipLeftRight,rotatePlus5deg,0.449799197,0.492971888,0.634538153,0.507028112,0.522088353,0.609437751,0.714859438,0.590361446,0.231927711,0.315261044,0.399598394,0.300200803,0.067269076,0.060240964,0.055220884,127.3154404,127.9950019,255.3104423,130.054505,1,1,1,0,1,0
,flipLeftRight,shearMinus20deg,0.449799197,0.491967871,0.637550201,0.50502008,0.522088353,0.692771084,0.772088353,0.690763052,0.231927711,0.37751004,0.442771084,0.388554217,0.058232932,0.058232932,0.065261044,136.0289409,186.9922981,323.021239,187.8470326,1,1,1,0,1,1
,flipLeftRight,shearPlus20deg,0.449799197,0.487951807,0.628514056,0.508032129,0.522088353,0.68373494,0.764056225,0.686746988,0.231927711,0.37248996,0.440763052,0.387550201,0.060240964,0.06124498,0.070281124,137.3077488,188.2492804,325.5570292,191.655679,1,1,1,1,1,1
,flipUpDown,rotateMinus5deg,0.676706827,0.479919679,0.742971888,0.68373494,0.976907631,0.615461847,0.986947791,0.97188755,0.669678715,0.309236948,0.676706827,0.671686747,0.009036145,0.001004016,0.003012048,132.6199139,132.3800317,264.9999456,136.1458791,1,1,1,0,1,1
,flipUpDown,rotatePlus5deg,0.676706827,0.492971888,0.742971888,0.68875502,0.976907631,0.609437751,0.982931727,0.976907631,0.669678715,0.315261044,0.673694779,0.677710843,0.011044177,0.00502008,0.008032129,132.3989589,148.830396,281.2293549,129.693347,1,1,1,0,0,1
,flipUpDown,shearMinus20deg,0.676706827,0.491967871,0.719879518,0.684738956,0.976907631,0.692771084,0.986947791,0.981927711,0.669678715,0.37751004,0.677710843,0.677710843,0.010040161,0.004016064,0.00502008,131.2616059,179.2178594,310.4794653,178.3842476,1,1,1,1,0,1
,flipUpDown,shearPlus20deg,0.676706827,0.487951807,0.72188755,0.680722892,0.976907631,0.68373494,0.985943775,0.981927711,0.669678715,0.37248996,0.676706827,0.675702811,0.006024096,0.004016064,0.006024096,126.6157514,178.5730772,305.1888286,179.0254516,1,1,1,1,1,1
,rotateMinus5deg,shearMinus20degrees,0.479919679,0.491967871,0.644578313,0.549196787,0.615461847,0.692771084,0.785140562,0.764056225,0.309236948,0.37751004,0.457831325,0.451807229,0.068273092,0.073293173,0.077309237,128.5157291,180.2377239,308.753453,191.9554863,1,1,1,1,1,1
,rotateMinus5deg,shearPlus20degrees,0.479919679,0.487951807,0.647590361,0.535140562,0.615461847,0.68373494,0.795180723,0.658634538,0.309236948,0.37248996,0.46686747,0.375502008,0.067269076,0.032128514,0.044176707,130.2723724,184.0839628,314.3563352,192.3785293,1,1,1,0,1,1
,flipLeftRight,blurImage,0.449799197,0.580321285,0.68373494,0.618473896,0.522088353,0.884538153,0.898594378,0.889558233,0.231927711,0.563253012,0.578313253,0.590361446,0.029116466,0.03313253,0.044176707,129.4970582,132.0063872,261.5034454,131.0901412,1,1,1,1,0,1
,flipUpDown,blurImage,0.676706827,0.580321285,0.696787149,0.68875502,0.976907631,0.884538153,0.990963855,0.988955823,0.669678715,0.563253012,0.682730924,0.684738956,0.007028112,0.003012048,0.00502008,127.0060705,129.3231339,256.3292044,139.5213285,1,1,1,1,0,1
,rotateMinus5deg,blur_image,0.479919679,0.580321285,0.682730924,0.603413655,0.615461847,0.884538153,0.90060241,0.881526104,0.309236948,0.563253012,0.581325301,0.571285141,0.024096386,0.030120482,0.032128514,139.387022,128.3863253,267.7733473,135.5087662,1,1,1,0,1,1
,rotatePlus5deg,shearMinus20degrees,0.492971888,0.491967871,0.645582329,0.541164659,0.609437751,0.692771084,0.794176707,0.677710843,0.315261044,0.37751004,0.47188755,0.391566265,0.063253012,0.046184739,0.046184739,122.6110446,178.0425414,300.653586,191.7026069,1,1,1,0,1,1
