Dataset,MR1,MR2,objfailureRateMR1,objfailureRateMR2,objfailureRateMR1_MR2_combined,objfailureRateMR1_2_composite,classfailureRateMR1,classfailureRateMR2,classfailureRateMR1_MR2_combined,classfailureRateMR1_2_composite,objClassDetectFailureRateMR1,objClassDetectFailureRateMR2,objClassDetectFailureRateMR1_MR2,objClassDetectFailureRateMR12,objDetectCompositeMRUniqueFaults,objClassCompositeMRUniqueFaults,compositeMRUniqueFaults,timeMR1,timeMR2,timeMR12,timeMR12_composite,Avg. MRx U MRy Improvement for object Detection,Avg.effectiveness of composite MR against composable MRs (Detection),Avg. MRx U MRy Improvement for object classification,Avg.effectiveness of composite MR against composable MRs (classification),Avg. MRx U MRy Improvement for object ,Avg. effectiveness of composite MR against composable MRs
cocoanimal,flipLeftRight,flipUpDown,0.198947368,0.652631579,0.68,0.656842105,0.131578947,0.695789474,0.705263158,0.697894737,0.097894737,0.618947368,0.628421053,0.617894737,0.041052632,0.015789474,0.030526316,894.9737902,838.1094895,1733.08328,825.6446684,1,1,1,1,1,0
,flipLeftRight,rotateMinus5deg,0.198947368,0.272631579,0.357894737,0.264210526,0.131578947,0.226315789,0.264210526,0.214736842,0.097894737,0.187368421,0.225263158,0.169473684,0.054736842,0.050526316,0.044210526,851.4765592,840.5657978,1692.042357,848.2377397,1,0,1,0,1,0
,flipLeftRight,rotatePlus5deg,0.198947368,0.243157895,0.34,0.28,0.131578947,0.198947368,0.248421053,0.218947368,0.097894737,0.163157895,0.206315789,0.178947368,0.074736842,0.050526316,0.051578947,2276.449781,896.0381472,3172.487929,885.8038846,1,1,1,1,1,1
,flipLeftRight,shearMinus20deg,0.198947368,0.302105263,0.376842105,0.304210526,0.131578947,0.277894737,0.313684211,0.264210526,0.097894737,0.226315789,0.264210526,0.223157895,0.074736842,0.050526316,0.053684211,873.0408208,920.0181545,1793.058975,919.6294129,1,1,1,0,1,0
,flipLeftRight,shearPlus20deg,0.198947368,0.306315789,0.385263158,0.309473684,0.131578947,0.287368421,0.315789474,0.273684211,0.097894737,0.237894737,0.269473684,0.230526316,0.072631579,0.048421053,0.051578947,869.310454,924.4771851,1793.787639,918.8191841,1,1,1,0,1,0
,flipUpDown,rotateMinus5deg,0.652631579,0.272631579,0.686315789,0.672631579,0.695789474,0.226315789,0.706315789,0.710526316,0.618947368,0.187368421,0.636842105,0.628421053,0.063157895,0.037894737,0.048421053,871.548773,871.4786074,1743.02738,875.398623,1,1,0,1,1,1
,flipUpDown,rotatePlus5deg,0.652631579,0.243157895,0.678947368,0.641052632,0.695789474,0.198947368,0.705263158,0.715789474,0.618947368,0.163157895,0.629473684,0.605263158,0.055789474,0.041052632,0.043157895,877.4636108,872.2009605,1749.664571,873.5820228,1,0,0,1,1,0
,flipUpDown,shearMinus20deg,0.652631579,0.302105263,0.692631579,0.672631579,0.695789474,0.277894737,0.713684211,0.72,0.618947368,0.226315789,0.637894737,0.641052632,0.070526316,0.047368421,0.06,870.5440564,920.6627559,1791.206812,923.6517402,1,1,0,1,0,1
,flipUpDown,shearPlus20deg,0.652631579,0.306315789,0.688421053,0.666315789,0.695789474,0.287368421,0.716842105,0.721052632,0.618947368,0.237894737,0.64,0.635789474,0.066315789,0.047368421,0.058947368,871.1747699,922.2750276,1793.449798,921.0589477,1,1,0,1,1,1
,rotateMinus5deg,shearMinus20degrees,0.272631579,0.302105263,0.397894737,0.366315789,0.226315789,0.277894737,0.330526316,0.362105263,0.187368421,0.226315789,0.283157895,0.302105263,0.082105263,0.077894737,0.082105263,873.7086755,922.9590363,1796.667712,931.5582839,1,1,0,1,0,1
,rotateMinus5deg,shearPlus20degrees,0.272631579,0.306315789,0.404210526,0.327368421,0.226315789,0.287368421,0.341052632,0.304210526,0.187368421,0.237894737,0.301052632,0.26,0.054736842,0.043157895,0.043157895,882.3107792,924.6247972,1806.935576,936.3016016,1,1,1,1,1,1
,flipLeftRight,blurImage,0.198947368,0.453684211,0.513684211,0.444210526,0.131578947,0.482105263,0.496842105,0.477894737,0.097894737,0.406315789,0.426315789,0.402105263,0.048421053,0.035789474,0.047368421,925.5668892,871.4182131,1796.985102,877.9774746,1,0,1,0,1,0
,flipUpDown,blurImage,0.652631579,0.453684211,0.72,0.78,0.695789474,0.482105263,0.758947368,0.856842105,0.618947368,0.406315789,0.673684211,0.763157895,0.133684211,0.127368421,0.137894737,868.7797022,926.980224,1795.759926,902.1795612,0,1,0,1,0,1
,rotateMinus5deg,blurImage,0.272631579,0.453684211,0.527368421,0.504210526,0.226315789,0.482105263,0.506315789,0.544210526,0.187368421,0.406315789,0.436842105,0.464210526,0.084210526,0.078947368,0.081052632,926.3457016,1079.074005,2005.419707,2869.844696,1,1,0,1,0,1
,rotatePlus5deg,shearMinus20degrees,0.243157895,0.302105263,0.387368421,0.337894737,0.198947368,0.277894737,0.327368421,0.32,0.163157895,0.226315789,0.276842105,0.265263158,0.054736842,0.043157895,0.042105263,1316.824182,1442.975565,2759.799747,1423.847112,1,1,1,1,1,1
,rotatePlus5deg,shearPlus20degrees,0.243157895,0.306315789,0.373684211,0.363157895,0.198947368,0.287368421,0.316842105,0.353684211,0.163157895,0.237894737,0.274736842,0.302105263,0.084210526,0.082105263,0.077894737,1254.41307,1080.330869,2334.743939,1088.215109,1,1,0,1,0,1
,rotatePlus5deg,blurImage,0.243157895,0.453684211,0.511578947,0.498947368,0.198947368,0.482105263,0.501052632,0.534736842,0.163157895,0.406315789,0.426315789,0.462105263,0.075789474,0.071578947,0.078947368,1026.555069,1028.568277,2055.123346,1030.921078,1,1,0,1,0,1
,shearMinus20degrees,blurImage,0.302105263,0.453684211,0.535789474,0.522105263,0.277894737,0.482105263,0.522105263,0.58,0.226315789,0.406315789,0.450526316,0.495789474,0.094736842,0.102105263,0.102105263,1085.545206,1038.511788,2124.056995,1293.555858,1,1,0,1,0,1
,shearPlus20degrees,blurImage,0.306315789,0.453684211,0.522105263,0.533684211,0.287368421,0.482105263,0.516842105,0.582105263,0.237894737,0.406315789,0.442105263,0.501052632,0.1,0.098947368,0.107368421,942.0355927,877.7739294,1819.809522,924.0855925,0,1,0,1,0,1
,flipLeftRight,brightnessPlus20,0.198947368,0.155789474,0.277894737,0.213684211,0.131578947,0.128421053,0.191578947,0.168421053,0.097894737,0.098947368,0.156842105,0.126315789,0.036842105,0.028421053,0.024210526,921.2014317,902.271732,1823.473164,916.6271796,1,1,1,1,1,1
,flipUpDown,brightnessPlus20,0.652631579,0.155789474,0.671578947,0.670526316,0.695789474,0.128421053,0.707368421,0.717894737,0.618947368,0.098947368,0.629473684,0.641052632,0.061052632,0.035789474,0.050526316,902.1165778,908.2373553,1810.353933,908.9907302,1,1,0,1,0,1
,rotatePlus5deg,brightnessPlus20,0.243157895,0.155789474,0.314736842,0.269473684,0.198947368,0.128421053,0.250526316,0.232631579,0.163157895,0.098947368,0.208421053,0.188421053,0.035789474,0.027368421,0.027368421,910.3847228,908.7622592,1819.146982,909.7890199,1,1,1,1,1,1
,shearPlus20deg,brightnessPlus20,0.306315789,0.155789474,0.375789474,0.325263158,0.287368421,0.128421053,0.330526316,0.302105263,0.237894737,0.098947368,0.277894737,0.252631579,0.042105263,0.022105263,0.027368421,957.857854,909.5811667,1867.439021,961.5268755,1,1,1,1,1,1
,flipLeftRight,brightnessMinus20,0.198947368,0.347368421,0.422105263,0.373684211,0.131578947,0.353684211,0.385263158,0.363157895,0.097894737,0.298947368,0.327368421,0.310526316,0.049473684,0.031578947,0.038947368,907.0327668,911.6407388,1818.673506,907.6312958,1,1,1,1,1,1
,flipUpDown,brightnessMinus20,0.652631579,0.347368421,0.7,0.718947368,0.695789474,0.353684211,0.732631579,0.806315789,0.618947368,0.298947368,0.653684211,0.701052632,0.095789474,0.097894737,0.096842105,2413.431712,863.4098455,3276.841557,833.4033787,0,1,0,1,0,1
,rotatePlus5deg,brightnessMinus20,0.243157895,0.347368421,0.423157895,0.403157895,0.198947368,0.353684211,0.395789474,0.416842105,0.163157895,0.298947368,0.338947368,0.353684211,0.077894737,0.066315789,0.071578947,856.1327632,913.9601029,1770.092866,854.6411624,1,1,0,1,0,1
,shearPlus20deg,brightnessMinus20,0.306315789,0.347368421,0.445263158,0.429473684,0.287368421,0.353684211,0.421052632,0.454736842,0.237894737,0.298947368,0.362105263,0.389473684,0.078947368,0.078947368,0.077894737,890.489947,907.3434376,1797.833385,1011.545249,1,1,0,1,0,1
,flipLeftRight,fisheye,0.198947368,0.441052632,0.497894737,0.46,0.131578947,0.463157895,0.481052632,0.468421053,0.097894737,0.407368421,0.425263158,0.42,0.038947368,0.029473684,0.034736842,857.3943846,3431.925091,4289.319476,3350.838355,1,1,1,1,1,1
,flipUpDown,fisheye,0.652631579,0.441052632,0.708421053,0.725263158,0.695789474,0.463157895,0.734736842,0.793684211,0.618947368,0.407368421,0.66,0.698947368,0.089473684,0.084210526,0.085263158,837.8490545,2967.837978,3805.687033,3165.929235,0,1,0,1,0,1
,rotatePlus5deg,fisheye,0.243157895,0.441052632,0.497894737,0.452631579,0.198947368,0.463157895,0.476842105,0.475789474,0.163157895,0.407368421,0.428421053,0.42,0.034736842,0.034736842,0.033684211,839.6221093,3227.701112,4067.323222,5489.966784,1,1,1,1,1,1
,shearPlus20deg,fisheye,0.306315789,0.441052632,0.514736842,0.472631579,0.287368421,0.463157895,0.498947368,0.488421053,0.237894737,0.407368421,0.445263158,0.430526316,0.052631579,0.043157895,0.046315789,998.7099729,3321.310661,4320.020634,3786.389104,1,1,1,1,1,1
,flipLeftRight,contrastUp,0.198947368,0.370526316,0.442105263,0.387368421,0.131578947,0.389473684,0.42,0.398947368,0.097894737,0.323157895,0.350526316,0.334736842,0.049473684,0.032631579,0.045263158,924.0769092,925.9403032,1850.017212,920.8713965,1,1,1,1,1,1
,flipUpDown,contrastUp,0.652631579,0.370526316,0.698947368,0.715789474,0.695789474,0.389473684,0.742105263,0.775789474,0.618947368,0.323157895,0.661052632,0.698947368,0.077894737,0.062105263,0.082105263,935.8402752,921.7235797,1857.563855,919.108923,0,1,0,1,0,1
,rotatePlus5deg,contrastUp,0.243157895,0.370526316,0.448421053,0.431578947,0.198947368,0.389473684,0.44,0.441052632,0.163157895,0.323157895,0.371578947,0.38,0.067368421,0.047368421,0.061052632,921.6058098,922.2990914,1843.904901,923.7331762,1,1,0,1,0,1
,shearPlus20deg,contrastUp,0.306315789,0.370526316,0.471578947,0.452631579,0.287368421,0.389473684,0.465263158,0.465263158,0.237894737,0.323157895,0.395789474,0.403157895,0.075789474,0.053684211,0.066315789,975.0184794,922.8654611,1897.883941,977.4074066,1,1,0,1,0,1
,flipLeftRight,contrastDown,0.198947368,0.294736842,0.381052632,0.331578947,0.131578947,0.286315789,0.318947368,0.3,0.097894737,0.232631579,0.266315789,0.245263158,0.051578947,0.031578947,0.038947368,919.4995784,921.3729078,1840.872486,920.5143202,1,1,1,1,1,1
,flipUpDown,contrastDown,0.652631579,0.294736842,0.688421053,0.706315789,0.695789474,0.286315789,0.724210526,0.781052632,0.618947368,0.232631579,0.643157895,0.692631579,0.096842105,0.083157895,0.098947368,919.5167991,922.1391186,1841.655918,921.1712489,0,1,0,1,0,1
,rotatePlus5deg,contrastDown,0.243157895,0.294736842,0.391578947,0.363157895,0.198947368,0.286315789,0.347368421,0.367368421,0.163157895,0.232631579,0.289473684,0.305263158,0.075789474,0.067368421,0.071578947,922.3943999,920.2122684,1842.606668,924.4726694,1,1,0,1,0,1
,shearPlus20deg,contrastDown,0.306315789,0.294736842,0.426315789,0.411578947,0.287368421,0.286315789,0.394736842,0.405263158,0.237894737,0.232631579,0.329473684,0.349473684,0.074736842,0.061052632,0.068421053,977.3633503,921.3898079,1898.753158,979.6958657,1,1,0,1,0,1
,fisheye,brightnessPlus20,0.441052632,0.155789474,0.482105263,0.455789474,0.463157895,0.128421053,0.481052632,0.467368421,0.407368421,0.098947368,0.423157895,0.414736842,0.034736842,0.022105263,0.028421053,3226.648205,920.2984711,4146.946676,3191.931308,1,1,1,1,1,1
,fisheye,brightnessMinus20,0.441052632,0.347368421,0.514736842,0.576842105,0.463157895,0.353684211,0.521052632,0.622105263,0.407368421,0.298947368,0.454736842,0.555789474,0.117894737,0.126315789,0.129473684,3160.10021,923.9683598,4084.068569,3144.971233,0,1,0,1,0,1
,fisheye,contrastUp,0.441052632,0.370526316,0.533684211,0.532631579,0.463157895,0.389473684,0.545263158,0.598947368,0.407368421,0.323157895,0.48,0.507368421,0.089473684,0.093684211,0.087368421,3122.886879,921.2429332,4044.129812,3110.51199,1,1,0,1,0,1
,fisheye,contrastDown,0.441052632,0.294736842,0.511578947,0.534736842,0.463157895,0.286315789,0.509473684,0.576842105,0.407368421,0.232631579,0.448421053,0.507368421,0.101052632,0.101052632,0.104210526,4457.158526,913.6453887,5370.803915,3181.794065,0,1,0,1,0,1
,fisheye,blurImage,0.441052632,0.453684211,0.575789474,0.718947368,0.463157895,0.482105263,0.58,0.773684211,0.407368421,0.406315789,0.514736842,0.703157895,0.190526316,0.206315789,0.207368421,3147.605148,872.7707014,4020.375849,3031.670427,0,1,0,1,0,1
cocofood,flipLeftRight,flipUpDown,0.323751891,0.735249622,0.78214826,0.742813918,0.220877458,0.756429652,0.776096823,0.768532526,0.164901664,0.67322239,0.688350983,0.689863843,0.046898638,0.025718608,0.046898638,661.9548499,682.7558898,1344.71074,693.9194833,1,1,1,1,0,1
,flipLeftRight,rotateMinus5deg,0.323751891,0.43419062,0.561270802,0.473524962,0.220877458,0.354009077,0.41301059,0.393343419,0.164901664,0.279878971,0.341906203,0.314674735,0.104387292,0.078668684,0.08623298,675.7165629,679.8827446,1355.599308,681.6853452,1,1,1,1,1,1
,flipLeftRight,rotatePlus5deg,0.323751891,0.462934947,0.580937973,0.43419062,0.220877458,0.373676248,0.43570348,0.329803328,0.164901664,0.30408472,0.360060514,0.263237519,0.081694402,0.051437216,0.059001513,705.1630819,682.2983272,1387.461409,665.8215288,1,0,1,0,1,0
,flipLeftRight,shearMinus20deg,0.323751891,0.447806354,0.56580938,0.503782148,0.220877458,0.420574887,0.470499244,0.417549168,0.164901664,0.337367625,0.393343419,0.349470499,0.113464448,0.072617247,0.084720121,663.6899405,689.1379027,1352.827843,758.3278941,1,1,1,0,1,1
,flipLeftRight,shearPlus20deg,0.323751891,0.50075643,0.6096823,0.476550681,0.220877458,0.453857791,0.491679274,0.425113464,0.164901664,0.375189107,0.414523449,0.346444781,0.081694402,0.060514372,0.074130106,680.6372159,723.802498,1404.439714,659.334401,1,0,1,0,1,0
,flipUpDown,rotateMinus5deg,0.735249622,0.43419062,0.792738275,0.751891074,0.756429652,0.354009077,0.785173979,0.770045386,0.67322239,0.279878971,0.704992436,0.697428139,0.052950076,0.02118003,0.052950076,614.7218289,614.606354,1229.328183,611.2715437,1,1,1,1,1,1
,flipUpDown,rotatePlus5deg,0.735249622,0.462934947,0.800302572,0.732223903,0.756429652,0.373676248,0.780635401,0.767019667,0.67322239,0.30408472,0.708018154,0.683812405,0.045385779,0.024205749,0.045385779,615.2101984,616.6305585,1231.840757,612.9858282,1,0,1,1,1,1
,flipUpDown,shearMinus20deg,0.735249622,0.447806354,0.798789713,0.744326778,0.756429652,0.420574887,0.794251135,0.785173979,0.67322239,0.337367625,0.715582451,0.69591528,0.048411498,0.027231467,0.04387292,674.3673557,716.2362526,1390.603608,728.2314923,1,1,1,1,1,1
,flipUpDown,shearPlus20deg,0.735249622,0.50075643,0.800302572,0.765506808,0.756429652,0.453857791,0.794251135,0.786686838,0.67322239,0.375189107,0.718608169,0.71709531,0.051437216,0.036308623,0.062027231,681.0533176,710.9158703,1391.969188,738.0130953,1,1,1,1,1,1
,rotateMinus5deg,shearMinus20degrees,0.43419062,0.447806354,0.58698941,0.535552194,0.354009077,0.420574887,0.484114977,0.509833585,0.279878971,0.337367625,0.414523449,0.417549168,0.089258699,0.08623298,0.08774584,666.8139385,735.9881128,1402.802051,718.1037764,1,1,0,1,0,1
,rotateMinus5deg,shearPlus20degrees,0.43419062,0.50075643,0.638426626,0.515885023,0.354009077,0.453857791,0.520423601,0.485627837,0.279878971,0.375189107,0.450832073,0.403933434,0.060514372,0.055975794,0.063540091,739.4939643,678.2692056,1417.76317,734.493612,1,1,1,1,1,1
,flipLeftRight,blurImage,0.323751891,0.636913767,0.708018154,0.632375189,0.220877458,0.65204236,0.685325265,0.647503782,0.164901664,0.561270802,0.591527988,0.561270802,0.052950076,0.036308623,0.055975794,619.9622736,604.9887915,1224.951065,602.8282551,1,0,1,0,1,0
,flipUpDown,blurImage,0.735249622,0.636913767,0.829046899,0.827534039,0.756429652,0.65204236,0.827534039,0.860816944,0.67322239,0.561270802,0.763993949,0.797276853,0.054462935,0.055975794,0.074130106,599.704478,595.9312058,1195.635684,594.6039668,1,1,0,1,0,1
,rotateMinus5deg,blurImage,0.43419062,0.636913767,0.733736762,0.679273828,0.354009077,0.65204236,0.701966717,0.706505295,0.279878971,0.561270802,0.6096823,0.626323752,0.06505295,0.059001513,0.08623298,597.4709785,599.4991228,1196.970101,598.668125,1,1,0,1,0,1
,rotatePlus5deg,shearMinus20degrees,0.462934947,0.447806354,0.6096823,0.529500756,0.373676248,0.420574887,0.515885023,0.482602118,0.30408472,0.337367625,0.431164902,0.414523449,0.093797277,0.060514372,0.078668684,596.7178975,632.4423525,1229.16025,640.2886943,1,1,1,1,1,1
,rotatePlus5deg,shearPlus20degrees,0.462934947,0.50075643,0.62934947,0.576399395,0.373676248,0.453857791,0.52193646,0.541603631,0.30408472,0.375189107,0.441754917,0.459909228,0.093797277,0.08774584,0.102874433,594.1134544,631.9365269,1226.049981,640.6311992,1,1,0,1,0,1
,rotatePlus5deg,blurImage,0.462934947,0.636913767,0.730711044,0.688350983,0.373676248,0.65204236,0.703479576,0.718608169,0.30408472,0.561270802,0.618759455,0.627836611,0.080181543,0.057488654,0.084720121,593.8234952,594.5327651,1188.35626,597.7835669,1,1,0,1,0,1
,shearMinus20degrees,blurImage,0.447806354,0.636913767,0.724659607,0.71709531,0.420574887,0.65204236,0.701966717,0.720121029,0.337367625,0.561270802,0.617246596,0.644478064,0.099848714,0.072617247,0.102874433,632.5914261,596.1603461,1228.751772,633.123932,1,1,0,1,0,1
,shearPlus20degrees,blurImage,0.50075643,0.636913767,0.7397882,0.708018154,0.453857791,0.65204236,0.712556732,0.726172466,0.375189107,0.561270802,0.632375189,0.645990923,0.072617247,0.063540091,0.08623298,631.4941639,592.750859,1224.245023,631.3432074,1,1,0,1,0,1
,flipLeftRight,brightnessPlus20,0.323751891,0.293494705,0.472012103,0.366111952,0.220877458,0.225416036,0.32526475,0.281391831,0.164901664,0.172465961,0.263237519,0.204236006,0.051437216,0.028744327,0.031770045,618.5922395,616.5287963,1235.121036,633.9914838,1,1,1,1,1,1
,flipUpDown,brightnessPlus20,0.735249622,0.293494705,0.768532526,0.745839637,0.756429652,0.225416036,0.777609682,0.767019667,0.67322239,0.172465961,0.691376702,0.688350983,0.037821483,0.019667171,0.031770045,696.3297494,2592.225422,3288.555172,599.5592941,1,1,1,1,1,1
,rotatePlus5deg,brightnessPlus20,0.462934947,0.293494705,0.552193646,0.479576399,0.373676248,0.225416036,0.43419062,0.406959153,0.30408472,0.172465961,0.364599092,0.320726172,0.063540091,0.049924357,0.046898638,584.5377572,583.6900749,1168.227832,586.7974589,1,1,1,1,1,1
,shearPlus20deg,brightnessPlus20,0.50075643,0.293494705,0.588502269,0.534039334,0.453857791,0.225416036,0.493192133,0.472012103,0.375189107,0.172465961,0.422087746,0.402420575,0.06505295,0.039334342,0.049924357,622.0626043,585.6453829,1207.707987,625.0201875,1,1,1,1,1,1
,flipLeftRight,brightnessMinus20,0.323751891,0.573373676,0.641452345,0.585476551,0.220877458,0.546142209,0.574886536,0.561270802,0.164901664,0.470499244,0.496217852,0.473524962,0.072617247,0.045385779,0.052950076,584.701091,587.0413279,1171.742419,586.1948956,1,1,1,1,1,1
,flipUpDown,brightnessMinus20,0.735249622,0.573373676,0.845688351,0.792738275,0.756429652,0.546142209,0.835098336,0.850226929,0.67322239,0.470499244,0.76096823,0.765506808,0.049924357,0.052950076,0.06505295,604.199262,588.1395706,1192.338833,586.1933934,1,1,0,1,0,1
,rotatePlus5deg,brightnessMinus20,0.462934947,0.573373676,0.704992436,0.635400908,0.373676248,0.546142209,0.617246596,0.656580938,0.30408472,0.470499244,0.549167927,0.556732224,0.072617247,0.08774584,0.084720121,586.6944019,586.3862285,1173.08063,585.6423801,1,1,0,1,0,1
,shearPlus20deg,brightnessMinus20,0.50075643,0.573373676,0.708018154,0.683812405,0.453857791,0.546142209,0.636913767,0.686838124,0.375189107,0.470499244,0.567322239,0.614220877,0.092284418,0.096822995,0.114977307,624.1543636,585.3400816,1209.494445,622.9953597,1,1,0,1,0,1
,flipLeftRight,fisheye,0.323751891,0.691376702,0.742813918,0.698940998,0.220877458,0.698940998,0.723146747,0.692889561,0.164901664,0.627836611,0.647503782,0.635400908,0.04387292,0.02269289,0.042360061,584.0761033,2081.171134,2665.247237,2074.544333,1,1,1,0,1,1
,flipUpDown,fisheye,0.735249622,0.691376702,0.842662632,0.827534039,0.756429652,0.698940998,0.835098336,0.850226929,0.67322239,0.627836611,0.770045386,0.792738275,0.054462935,0.048411498,0.062027231,583.7319222,2077.788801,2661.520723,2081.141896,1,1,0,1,0,1
,rotatePlus5deg,fisheye,0.462934947,0.691376702,0.773071104,0.708018154,0.373676248,0.698940998,0.724659607,0.726172466,0.30408472,0.627836611,0.661119516,0.661119516,0.037821483,0.034795764,0.048411498,585.3028377,2085.736597,2671.039434,2438.729701,1,1,0,1,0,1
,shearPlus20deg,fisheye,0.50075643,0.691376702,0.776096823,0.712556732,0.453857791,0.698940998,0.730711044,0.726172466,0.375189107,0.627836611,0.664145234,0.658093797,0.04387292,0.036308623,0.048411498,623.2357795,2080.276504,2703.512283,2442.382873,1,1,1,1,1,1
,flipLeftRight,contrastUp,0.323751891,0.585476551,0.679273828,0.579425113,0.220877458,0.577912254,0.606656581,0.568835098,0.164901664,0.484114977,0.515885023,0.470499244,0.063540091,0.031770045,0.046898638,585.6284202,584.0872758,1169.715696,585.2882387,1,0,1,0,1,0
,flipUpDown,contrastUp,0.735249622,0.585476551,0.827534039,0.797276853,0.756429652,0.577912254,0.829046899,0.833585477,0.67322239,0.484114977,0.750378215,0.754916793,0.055975794,0.04387292,0.069591528,584.540616,583.2463889,1167.787005,584.793865,1,1,0,1,0,1
,rotatePlus5deg,contrastUp,0.462934947,0.585476551,0.718608169,0.626323752,0.373676248,0.577912254,0.644478064,0.614220877,0.30408472,0.484114977,0.556732224,0.527987897,0.060514372,0.045385779,0.057488654,584.9451654,582.4348155,1167.379981,584.6145512,1,1,1,1,1,1
,shearPlus20deg,contrastUp,0.50075643,0.585476551,0.720121029,0.644478064,0.453857791,0.577912254,0.670196672,0.653555219,0.375189107,0.484114977,0.590015129,0.56580938,0.069591528,0.052950076,0.074130106,619.5758659,584.3577101,1203.933576,619.5850453,1,1,1,1,1,1
,flipLeftRight,contrastDown,0.323751891,0.511346445,0.6096823,0.529500756,0.220877458,0.473524962,0.529500756,0.47806354,0.164901664,0.3903177,0.432677761,0.385779123,0.074130106,0.04387292,0.052950076,582.9282065,583.4637724,1166.391979,586.0900078,1,1,1,1,1,0
,flipUpDown,contrastDown,0.735249622,0.511346445,0.829046899,0.80484115,0.756429652,0.473524962,0.816944024,0.851739788,0.67322239,0.3903177,0.7397882,0.776096823,0.060514372,0.06505295,0.083207262,583.2943243,582.4783619,1165.772686,582.8512075,1,1,0,1,0,1
,rotatePlus5deg,contrastDown,0.462934947,0.511346445,0.668683812,0.60816944,0.373676248,0.473524962,0.571860817,0.585476551,0.30408472,0.3903177,0.488653555,0.49924357,0.089258699,0.08774584,0.105900151,582.9413872,583.7396446,1166.681032,593.47999,1,1,0,1,0,1
,shearPlus20deg,contrastDown,0.50075643,0.511346445,0.682299546,0.641452345,0.453857791,0.473524962,0.606656581,0.63086233,0.375189107,0.3903177,0.523449319,0.547655068,0.083207262,0.08774584,0.104387292,622.0658593,583.1012563,1205.167116,617.5258784,1,1,0,1,0,1
,fisheye,brightnessPlus20,0.691376702,0.293494705,0.73827534,0.703479576,0.698940998,0.225416036,0.721633888,0.682299546,0.627836611,0.172465961,0.649016641,0.605143722,0.068078669,0.024205749,0.033282905,2078.648463,585.9951675,2664.643631,2082.07674,1,1,1,0,1,0
,fisheye,brightnessMinus20,0.691376702,0.573373676,0.801815431,0.806354009,0.698940998,0.546142209,0.779122542,0.836611195,0.627836611,0.470499244,0.712556732,0.771558245,0.077155825,0.078668684,0.098335855,2077.708183,585.6556514,2663.363835,2076.840986,0,1,0,1,0,1
,fisheye,contrastUp,0.691376702,0.585476551,0.810892587,0.76096823,0.698940998,0.577912254,0.771558245,0.768532526,0.627836611,0.484114977,0.701966717,0.709531014,0.054462935,0.046898638,0.055975794,2083.635936,583.7849796,2667.420916,2077.680663,1,1,1,1,0,1
,fisheye,contrastDown,0.691376702,0.511346445,0.797276853,0.762481089,0.698940998,0.473524962,0.765506808,0.770045386,0.627836611,0.3903177,0.694402421,0.683812405,0.074130106,0.052950076,0.057488654,2080.409194,583.794119,2664.203313,2074.640763,1,1,0,1,1,1
,fisheye,blurImage,0.691376702,0.636913767,0.80484115,0.829046899,0.698940998,0.65204236,0.788199697,0.865355522,0.627836611,0.561270802,0.71709531,0.806354009,0.095310136,0.095310136,0.118003026,2088.943286,584.1509997,2673.094286,2071.939773,0,1,0,1,0,1
cocofurniture,flipLeftRight,flipUpDown,0.340028694,0.879483501,0.902439024,0.87517934,0.213773314,0.901004304,0.905308465,0.899569584,0.176470588,0.860832138,0.862266858,0.856527977,0.018651363,0.014347202,0.018651363,723.5220504,750.5358456,1474.057896,749.726649,1,0,1,0,1,0
,flipLeftRight,rotateMinus5deg,0.340028694,0.460545194,0.595408895,0.494978479,0.213773314,0.433285509,0.480631277,0.421807747,0.176470588,0.367288379,0.423242468,0.361549498,0.103299857,0.078909613,0.088952654,707.1220307,753.7311231,1460.853154,727.8703136,1,1,1,0,1,0
,flipLeftRight,rotatePlus5deg,0.340028694,0.449067432,0.591104735,0.473457676,0.213773314,0.407460545,0.469153515,0.400286944,0.176470588,0.335724534,0.394548063,0.342898135,0.097560976,0.076040172,0.093256815,760.5464992,2034.769403,2795.315902,650.325209,1,1,1,0,1,1
,flipLeftRight,shearMinus20deg,0.340028694,0.503586801,0.6241033,0.532281205,0.213773314,0.486370158,0.529411765,0.482065997,0.176470588,0.414634146,0.463414634,0.423242468,0.103299857,0.091822095,0.107604017,648.7657741,686.1484189,1334.914193,689.1117966,1,1,1,0,1,1
,flipLeftRight,shearPlus20deg,0.340028694,0.525107604,0.642754663,0.515064562,0.213773314,0.49928264,0.546628407,0.506456241,0.176470588,0.43758967,0.487804878,0.418938307,0.088952654,0.078909613,0.084648494,647.5945349,688.7415502,1336.336085,694.492062,1,0,1,1,1,0
,flipUpDown,rotateMinus5deg,0.879483501,0.460545194,0.908177905,0.87804878,0.901004304,0.433285509,0.915351506,0.896700143,0.860832138,0.367288379,0.87661406,0.856527977,0.024390244,0.010043042,0.020086083,646.2876611,649.8623856,1296.150047,646.2067852,1,0,1,0,1,0
,flipUpDown,rotatePlus5deg,0.879483501,0.449067432,0.909612626,0.879483501,0.901004304,0.407460545,0.908177905,0.906743185,0.860832138,0.335724534,0.870875179,0.866571019,0.017216643,0.014347202,0.027259684,647.9248477,651.234478,1299.159326,648.752782,1,0,1,1,1,1
