Dataset,MR1,MR2,objfailureRateMR1,objfailureRateMR2,objfailureRateMR1_MR2_combined,objfailureRateMR1_2_composite,classfailureRateMR1,classfailureRateMR2,classfailureRateMR1_MR2_combined,classfailureRateMR1_2_composite,objClassDetectFailureRateMR1,objClassDetectFailureRateMR2,objClassDetectFailureRateMR1_MR2,objClassDetectFailureRateMR12,objDetectCompositeMRUniqueFaults,objClassCompositeMRUniqueFaults,compositeMRUniqueFaults,timeMR1,timeMR2,timeMR12,timeMR12_composite
oidfurniture,flipLeftRight,flipUpDown,0.476190476,0.64160401,0.714285714,0.636591479,0.591478697,0.974937343,0.987468672,0.964912281,0.253132832,0.629072682,0.631578947,0.619047619,0.012531328,0.002506266,0.005012531,23.2060161,21.7581996,44.9642157,23.0511852
,flipLeftRight,rotateMinus5deg,0.476190476,0.516290727,0.654135338,0.523809524,0.591478697,0.616541353,0.754385965,0.639097744,0.253132832,0.278195489,0.378446115,0.303258145,0.05764411,0.055137845,0.067669173,22.1717307,23.6897631,45.8614938,24.4256146
,flipLeftRight,rotatePlus5deg,0.476190476,0.528822055,0.666666667,0.528822055,0.591478697,0.629072682,0.761904762,0.634085213,0.253132832,0.305764411,0.395989975,0.290726817,0.077694236,0.065162907,0.065162907,22.0463545,22.7969232,44.8432777,24.1221694
,flipLeftRight,shearMinus20deg,0.476190476,0.483709273,0.656641604,0.49122807,0.591478697,0.691729323,0.804511278,0.696741855,0.253132832,0.338345865,0.423558897,0.333333333,0.052631579,0.037593985,0.052631579,22.0037498,100.5081057,122.5118555,101.658994
,flipLeftRight,shearPlus20deg,0.476190476,0.518796992,0.671679198,0.523809524,0.591478697,0.704260652,0.802005013,0.709273183,0.253132832,0.355889724,0.423558897,0.373433584,0.067669173,0.055137845,0.055137845,22.0104249,100.0851033,122.0955282,101.6250176
,flipUpDown,rotateMinus5deg,0.64160401,0.516290727,0.719298246,0.646616541,0.974937343,0.616541353,0.98245614,0.954887218,0.629072682,0.278195489,0.634085213,0.616541353,0.020050125,0.005012531,0.005012531,21.593608,23.2578363,44.8514443,24.3514586
,flipUpDown,rotatePlus5deg,0.64160401,0.528822055,0.721804511,0.654135338,0.974937343,0.629072682,0.987468672,0.952380952,0.629072682,0.305764411,0.631578947,0.619047619,0.022556391,0.005012531,0.005012531,21.8354535,22.9323785,44.767832,24.1213979
,flipUpDown,shearMinus20deg,0.64160401,0.483709273,0.701754386,0.626566416,0.974937343,0.691729323,0.989974937,0.972431078,0.629072682,0.338345865,0.634085213,0.614035088,0.012531328,0.005012531,0.007518797,21.7130285,100.9917658,122.7047943,101.8065466
,flipUpDown,shearPlus20deg,0.64160401,0.518796992,0.691729323,0.661654135,0.974937343,0.704260652,0.98245614,0.964912281,0.629072682,0.355889724,0.629072682,0.634085213,0.027568922,0.007518797,0.010025063,22.0438,100.0940153,122.1378153,100.9280625
,rotateMinus5deg,shearMinus20degrees,0.516290727,0.483709273,0.646616541,0.553884712,0.616541353,0.691729323,0.796992481,0.756892231,0.278195489,0.338345865,0.431077694,0.413533835,0.062656642,0.060150376,0.065162907,23.6443201,100.5878078,124.2321279,108.439591
,rotateMinus5deg,shearPlus20degrees,0.516290727,0.616541353,0.518796992,0.704260652,0.666666667,0.79197995,0.533834586,0.709273183,0.278195489,0.338345865,0.431077694,0.413533835,0.062656642,0.060150376,0.065162907,0.278195489,0.355889724,0.421052632,0.370927318
,flipLeftRight,blurImage,0.476190476,0.573934837,0.681704261,0.581453634,0.591478697,0.802005013,0.86716792,0.834586466,0.253132832,0.468671679,0.501253133,0.486215539,0.040100251,0.030075188,0.040100251,55.3337929,59.9528725,115.2866654,60.583027
,flipUpDown,blurImage,0.64160401,0.573934837,0.704260652,0.64160401,0.974937343,0.802005013,0.987468672,0.972431078,0.629072682,0.468671679,0.639097744,0.626566416,0.012531328,0.007518797,0.002506266,53.3256832,58.5289512,111.8546344,60.9113755
,rotateMinus5deg,blur_image,0.516290727,0.573934837,0.69924812,0.611528822,0.616541353,0.802005013,0.887218045,0.814536341,0.278195489,0.468671679,0.523809524,0.49122807,0.042606516,0.01754386,0.030075188,57.4281103,58.6787538,116.1068641,63.7127986
,rotatePlus5deg,shearMinus20degrees,0.528822055,0.483709273,0.65914787,0.501253133,0.629072682,0.691729323,0.807017544,0.721804511,0.305764411,0.338345865,0.441102757,0.35839599,0.027568922,0.042606516,0.045112782,56.8416179,205.8587541,262.700372,229.980546
,rotatePlus5deg,shearPlus20degrees,0.528822055,0.518796992,0.65914787,0.556390977,0.629072682,0.704260652,0.802005013,0.736842105,0.305764411,0.355889724,0.436090226,0.401002506,0.045112782,0.045112782,0.052631579,55.6638828,205.9355206,261.5994034,232.4452244
,rotatePlus5deg,blurImage,0.528822055,0.573934837,0.701754386,0.543859649,0.629072682,0.802005013,0.884711779,0.814536341,0.305764411,0.468671679,0.526315789,0.441102757,0.042606516,0.027568922,0.01754386,55.4477076,58.2922861,113.7399937,63.47539
,shearMinus20degrees,blurImage,0.483709273,0.573934837,0.666666667,0.576441103,0.691729323,0.802005013,0.889724311,0.864661654,0.338345865,0.468671679,0.536340852,0.513784461,0.042606516,0.045112782,0.047619048,206.6792052,58.530541,265.2097462,210.2411071
,shearPlus20degrees,blurImage,0.518796992,0.573934837,0.674185464,0.601503759,0.704260652,0.802005013,0.884711779,0.874686717,0.355889724,0.468671679,0.528822055,0.531328321,0.035087719,0.047619048,0.047619048,204.6918608,58.2700562,262.961917,212.7984652
,flipLeftRight,brightnessPlus20,0.476190476,0.105263158,0.496240602,0.461152882,0.591478697,0.408521303,0.681704261,0.593984962,0.253132832,0.055137845,0.273182957,0.243107769,0.01754386,0.002506266,0.010025063,21.3240935,21.3142086,42.6383021,21.7008423
,flipUpDown,brightnessPlus20,0.64160401,0.105263158,0.646616541,0.644110276,0.974937343,0.408521303,0.987468672,0.974937343,0.629072682,0.055137845,0.631578947,0.631578947,0,0,0,20.2607297,20.8625507,41.1232804,21.5579045
,rotatePlus5deg,brightnessPlus20,0.528822055,0.105263158,0.551378446,0.506265664,0.629072682,0.408521303,0.714285714,0.631578947,0.305764411,0.055137845,0.318295739,0.288220551,0.030075188,0.022556391,0.020050125,21.1361943,20.9432169,42.0794112,22.6438867
,shearPlus20deg,brightnessPlus20,0.518796992,0.105263158,0.543859649,0.511278195,0.704260652,0.408521303,0.77443609,0.709273183,0.355889724,0.055137845,0.370927318,0.35839599,0.032581454,0.015037594,0.022556391,96.4448894,20.8711983,117.3160877,96.9649056
,flipLeftRight,brightnessMinus20,0.476190476,0.152882206,0.526315789,0.478696742,0.591478697,0.438596491,0.686716792,0.588972431,0.253132832,0.087719298,0.293233083,0.258145363,0.040100251,0.01754386,0.01754386,20.3922655,20.9746233,41.3668888,21.5558304
,flipUpDown,brightnessMinus20,0.64160401,0.152882206,0.646616541,0.644110276,0.974937343,0.438596491,0.987468672,0.972431078,0.629072682,0.087719298,0.629072682,0.629072682,0.005012531,0,0.002506266,20.2675807,20.8763101,41.1438908,21.6555292
,rotatePlus5deg,brightnessMinus20,0.528822055,0.152882206,0.561403509,0.516290727,0.629072682,0.438596491,0.73433584,0.636591479,0.305764411,0.087719298,0.343358396,0.313283208,0.020050125,0.01754386,0.025062657,21.215798,20.8647693,42.0805673,22.481515
,shearPlus20deg,brightnessMinus20,0.518796992,0.152882206,0.54887218,0.526315789,0.704260652,0.438596491,0.786967419,0.711779449,0.355889724,0.087719298,0.385964912,0.365914787,0.01754386,0.010025063,0.015037594,96.6544942,20.9675498,117.622044,97.3638645
,flipLeftRight,fisheye,0.476190476,0.596491228,0.701754386,0.588972431,0.591478697,0.751879699,0.859649123,0.759398496,0.253132832,0.441102757,0.488721805,0.441102757,0.05764411,0.037593985,0.042606516,20.4938842,2895.647753,2916.141637,2899.368941
,flipUpDown,fisheye,0.64160401,0.596491228,0.741854637,0.644110276,0.974937343,0.751879699,0.987468672,0.954887218,0.629072682,0.441102757,0.636591479,0.611528822,0.030075188,0.010025063,0.007518797,20.1985686,2911.282832,2931.481401,2896.294744
,rotatePlus5deg,fisheye,0.528822055,0.596491228,0.706766917,0.593984962,0.629072682,0.751879699,0.852130326,0.77443609,0.305764411,0.441102757,0.503759398,0.463659148,0.045112782,0.037593985,0.037593985,21.1281008,2898.825636,2919.953737,3591.642563
,shearPlus20deg,fisheye,0.518796992,0.596491228,0.706766917,0.614035088,0.704260652,0.751879699,0.897243108,0.807017544,0.355889724,0.441102757,0.518796992,0.506265664,0.037593985,0.015037594,0.037593985,96.8577099,2893.70077,2990.55848,3584.705976
,flipLeftRight,contrastUp,0.476190476,0.516290727,0.651629073,0.556390977,0.591478697,0.729323308,0.839598997,0.761904762,0.253132832,0.388471178,0.466165414,0.418546366,0.052631579,0.022556391,0.037593985,20.2429694,21.0106315,41.2536009,21.6020601
,flipUpDown,contrastUp,0.64160401,0.516290727,0.701754386,0.629072682,0.974937343,0.729323308,0.984962406,0.979949875,0.629072682,0.388471178,0.634085213,0.619047619,0.010025063,0.007518797,0.002506266,20.417798,21.0038078,41.4216058,21.546738
,rotatePlus5deg,contrastUp,0.528822055,0.516290727,0.676691729,0.573934837,0.629072682,0.729323308,0.847117794,0.736842105,0.305764411,0.388471178,0.473684211,0.403508772,0.047619048,0.027568922,0.037593985,21.172208,21.0086489,42.1808569,22.7359602
,shearPlus20deg,contrastUp,0.518796992,0.516290727,0.661654135,0.576441103,0.704260652,0.729323308,0.862155388,0.77443609,0.355889724,0.388471178,0.503759398,0.438596491,0.055137845,0.035087719,0.032581454,96.7153657,20.9418726,117.6572383,97.1663633
,flipLeftRight,contrastDown,0.476190476,0.137844612,0.521303258,0.458646617,0.591478697,0.411027569,0.671679198,0.601503759,0.253132832,0.065162907,0.280701754,0.258145363,0.022556391,0.020050125,0.01754386,20.1986933,20.8436925,41.0423858,21.5407157
,flipUpDown,contrastDown,0.64160401,0.137844612,0.65914787,0.644110276,0.974937343,0.411027569,0.987468672,0.974937343,0.629072682,0.065162907,0.629072682,0.631578947,0.002506266,0,0.002506266,20.0906466,20.9280859,41.0187325,21.4567294
,rotatePlus5deg,contrastDown,0.528822055,0.137844612,0.563909774,0.50877193,0.629072682,0.411027569,0.726817043,0.631578947,0.305764411,0.065162907,0.328320802,0.293233083,0.037593985,0.025062657,0.030075188,21.1047029,20.845774,41.9504769,22.55509
,shearPlus20deg,contrastDown,0.518796992,0.137844612,0.558897243,0.511278195,0.704260652,0.411027569,0.789473684,0.704260652,0.355889724,0.065162907,0.380952381,0.35839599,0.027568922,0.010025063,0.020050125,95.7080957,20.8269234,116.5350191,96.5306936
,fisheye,brightnessPlus20,0.596491228,0.105263158,0.606516291,0.588972431,0.751879699,0.408521303,0.852130326,0.751879699,0.441102757,0.055137845,0.443609023,0.436090226,0.027568922,0.010025063,0.01754386,2895.264563,20.8109311,2916.075494,2895.646254
,fisheye,brightnessMinus20,0.596491228,0.152882206,0.616541353,0.586466165,0.751879699,0.438596491,0.864661654,0.764411028,0.441102757,0.087719298,0.463659148,0.45112782,0.015037594,0.010025063,0.012531328,2898.335621,20.7676195,2919.10324,2894.891401
,fisheye,contrastUp,0.596491228,0.516290727,0.701754386,0.586466165,0.751879699,0.729323308,0.887218045,0.839598997,0.441102757,0.388471178,0.538847118,0.488721805,0.040100251,0.037593985,0.027568922,2896.54607,20.9448202,2917.49089,50277.88717
,fisheye,contrastDown,0.596491228,0.137844612,0.614035088,0.586466165,0.751879699,0.411027569,0.84962406,0.746867168,0.441102757,0.065162907,0.443609023,0.43358396,0.025062657,0.010025063,0.015037594,2889.883204,20.8824246,2910.765629,2899.83524
,fisheye,blurImage,0.596491228,0.573934837,0.711779449,0.616541353,0.751879699,0.802005013,0.894736842,0.904761905,0.441102757,0.468671679,0.54887218,0.563909774,0.050125313,0.062656642,0.045112782,2899.59361,22.9641338,2922.557744,2906.429518
oidperson,flipLeftRight,flipUpDown,0.508196721,0.699795082,0.783811475,0.694672131,0.522540984,0.933401639,0.954918033,0.93647541,0.279713115,0.669057377,0.679303279,0.669057377,0.019467213,0.014344262,0.019467213,56.5235206,54.8639794,111.3875,57.6164119
,flipLeftRight,rotateMinus5deg,0.508196721,0.56352459,0.707991803,0.592213115,0.522540984,0.462090164,0.652663934,0.483606557,0.279713115,0.240778689,0.382172131,0.265368852,0.068647541,0.051229508,0.053278689,55.639863,59.1925316,114.8323946,61.2831662
,flipLeftRight,rotatePlus5deg,0.508196721,0.543032787,0.693647541,0.590163934,0.522540984,0.465163934,0.662909836,0.465163934,0.279713115,0.231557377,0.389344262,0.242827869,0.091188525,0.043032787,0.045081967,55.5858388,58.566331,114.1521698,60.7636625
,flipLeftRight,shearMinus20deg,0.508196721,0.524590164,0.692622951,0.575819672,0.522540984,0.584016393,0.718237705,0.602459016,0.279713115,0.320696721,0.433401639,0.359631148,0.068647541,0.067622951,0.068647541,55.6955384,249.0582052,304.7537436,248.1343765
,flipLeftRight,shearPlus20deg,0.508196721,0.528688525,0.68545082,0.550204918,0.522540984,0.625,0.732581967,0.588114754,0.279713115,0.350409836,0.441598361,0.336065574,0.070696721,0.058401639,0.057377049,54.5222585,247.4994532,302.0217117,247.4022437
,flipUpDown,rotateMinus5deg,0.699795082,0.56352459,0.785860656,0.705942623,0.933401639,0.462090164,0.952868852,0.914959016,0.669057377,0.240778689,0.678278689,0.660860656,0.027663934,0.015368852,0.018442623,54.1280729,58.6047552,112.7328281,61.7694855
,flipUpDown,rotatePlus5deg,0.699795082,0.543032787,0.779713115,0.719262295,0.933401639,0.465163934,0.959016393,0.933401639,0.669057377,0.231557377,0.679303279,0.677254098,0.026639344,0.012295082,0.020491803,56.8452039,57.9109612,114.7561651,59.7924552
,flipUpDown,shearMinus20deg,0.699795082,0.524590164,0.757172131,0.703893443,0.933401639,0.584016393,0.963114754,0.953893443,0.669057377,0.320696721,0.68442623,0.68442623,0.023565574,0.017418033,0.020491803,54.1265988,247.3665163,301.4931151,248.512741
,flipUpDown,shearPlus20deg,0.699795082,0.528688525,0.754098361,0.710040984,0.933401639,0.625,0.965163934,0.946721311,0.669057377,0.350409836,0.68545082,0.682377049,0.029713115,0.017418033,0.022540984,54.115262,246.9456836,301.0609456,250.0032695
,rotateMinus5deg,shearMinus20degrees,0.56352459,0.524590164,0.699795082,0.592213115,0.462090164,0.584016393,0.676229508,0.636270492,0.240778689,0.320696721,0.398565574,0.407786885,0.068647541,0.080942623,0.090163934,58.3358224,246.9828278,305.3186502,269.6715039
,rotateMinus5deg,shearPlus20degrees,0.56352459,0.462090164,0.528688525,0.625,0.696721311,0.683401639,0.56147541,0.574795082,0.240778689,0.320696721,0.398565574,0.407786885,0.068647541,0.080942623,0.090163934,0.240778689,0.350409836,0.405737705,0.326844262
,flipLeftRight,blurImage,0.508196721,0.56352459,0.711065574,0.573770492,0.522540984,0.691598361,0.772540984,0.68852459,0.279713115,0.422131148,0.49692623,0.426229508,0.045081967,0.046106557,0.047131148,137.2886632,146.8673046,284.1559678,151.5777628
,flipUpDown,blurImage,0.699795082,0.56352459,0.756147541,0.715163934,0.933401639,0.691598361,0.970286885,0.944672131,0.669057377,0.422131148,0.692622951,0.68442623,0.033811475,0.013319672,0.019467213,131.9616713,146.6124668,278.5741381,149.7232685
,rotateMinus5deg,blur_image,0.56352459,0.56352459,0.718237705,0.569672131,0.462090164,0.691598361,0.760245902,0.658811475,0.240778689,0.422131148,0.483606557,0.389344262,0.054303279,0.038934426,0.047131148,139.6045554,152.3003976,291.904953,166.2926814
,rotatePlus5deg,shearMinus20degrees,0.543032787,0.524590164,0.698770492,0.593237705,0.465163934,0.584016393,0.68647541,0.554303279,0.231557377,0.320696721,0.409836066,0.322745902,0.06147541,0.047131148,0.045081967,139.0136585,506.7684244,645.7820829,551.9152467
,rotatePlus5deg,shearPlus20degrees,0.543032787,0.528688525,0.682377049,0.585040984,0.465163934,0.625,0.680327869,0.652663934,0.231557377,0.350409836,0.406762295,0.392418033,0.06147541,0.099385246,0.095286885,136.6690538,501.2029316,637.8719854,554.1174315
,rotatePlus5deg,blurImage,0.543032787,0.56352459,0.710040984,0.572745902,0.465163934,0.691598361,0.756147541,0.646516393,0.231557377,0.422131148,0.476434426,0.380122951,0.043032787,0.037909836,0.043032787,136.6890476,146.6785042,283.3675518,156.8092353
,shearMinus20degrees,blurImage,0.524590164,0.56352459,0.68852459,0.587090164,0.584016393,0.691598361,0.785860656,0.736680328,0.320696721,0.422131148,0.50102459,0.474385246,0.048155738,0.058401639,0.06557377,505.3586458,146.391154,651.7497998,514.3542152
,shearPlus20degrees,blurImage,0.528688525,0.56352459,0.681352459,0.605532787,0.625,0.691598361,0.797131148,0.761270492,0.350409836,0.422131148,0.509221311,0.490778689,0.056352459,0.0625,0.072745902,509.7096563,144.8711603,654.5808166,514.3400293
,flipLeftRight,brightnessPlus20,0.508196721,0.091188525,0.533811475,0.511270492,0.522540984,0.322745902,0.609631148,0.518442623,0.279713115,0.054303279,0.304303279,0.276639344,0.018442623,0.009221311,0.008196721,77.3222557,76.4328984,153.7551541,79.8926515
,flipUpDown,brightnessPlus20,0.699795082,0.091188525,0.705942623,0.701844262,0.933401639,0.322745902,0.957991803,0.932377049,0.669057377,0.054303279,0.670081967,0.670081967,0.004098361,0.00102459,0.004098361,74.218538,76.2750157,150.4935537,79.4272713
,rotatePlus5deg,brightnessPlus20,0.543032787,0.091188525,0.56352459,0.569672131,0.465163934,0.322745902,0.549180328,0.456967213,0.231557377,0.054303279,0.260245902,0.230532787,0.052254098,0.017418033,0.020491803,77.7123876,77.1083148,154.8207024,83.0871938
,shearPlus20deg,brightnessPlus20,0.528688525,0.091188525,0.547131148,0.539959016,0.625,0.322745902,0.671106557,0.62192623,0.350409836,0.054303279,0.363729508,0.353483607,0.042008197,0.013319672,0.020491803,310.3462282,77.7668627,388.1130909,312.6229125
,flipLeftRight,brightnessMinus20,0.508196721,0.141393443,0.542008197,0.504098361,0.522540984,0.369877049,0.62602459,0.547131148,0.279713115,0.101434426,0.323770492,0.296106557,0.021516393,0.019467213,0.019467213,74.5756436,75.8425157,150.4181593,81.5374522
,flipUpDown,brightnessMinus20,0.699795082,0.141393443,0.704918033,0.702868852,0.933401639,0.369877049,0.953893443,0.93545082,0.669057377,0.101434426,0.669057377,0.673155738,0.008196721,0.00307377,0.007172131,78.7365585,76.8138332,155.5503917,80.0098977
,rotatePlus5deg,brightnessMinus20,0.543032787,0.141393443,0.566598361,0.550204918,0.465163934,0.369877049,0.573770492,0.474385246,0.231557377,0.101434426,0.283811475,0.244877049,0.033811475,0.014344262,0.021516393,80.2785424,77.6740475,157.9525899,83.3724625
,shearPlus20deg,brightnessMinus20,0.528688525,0.141393443,0.552254098,0.533811475,0.625,0.369877049,0.68545082,0.625,0.350409836,0.101434426,0.382172131,0.356557377,0.034836066,0.011270492,0.018442623,292.2732786,76.3797508,368.6530294,319.0311927
,flipLeftRight,fisheye,0.508196721,0.62397541,0.743852459,0.631147541,0.522540984,0.703893443,0.797131148,0.665983607,0.279713115,0.470286885,0.525614754,0.451844262,0.06045082,0.037909836,0.037909836,75.4033905,14256.00863,14331.41202,13536.73897
,flipUpDown,fisheye,0.699795082,0.62397541,0.783811475,0.715163934,0.933401639,0.703893443,0.963114754,0.949795082,0.669057377,0.470286885,0.6875,0.68852459,0.026639344,0.021516393,0.023565574,78.6561778,13117.98616,13196.64234,14016.4245
,rotatePlus5deg,fisheye,0.543032787,0.62397541,0.745901639,0.639344262,0.465163934,0.703893443,0.780737705,0.712090164,0.231557377,0.470286885,0.517418033,0.471311475,0.047131148,0.047131148,0.048155738,80.4044253,11268.62821,11349.03264,15446.42282
,shearPlus20deg,fisheye,0.528688525,0.62397541,0.724385246,0.648565574,0.625,0.703893443,0.819672131,0.757172131,0.350409836,0.470286885,0.537909836,0.514344262,0.05942623,0.055327869,0.055327869,312.2677711,12584.3524,12896.62017,15512.53887
,flipLeftRight,contrastUp,0.508196721,0.56147541,0.725409836,0.599385246,0.522540984,0.610655738,0.743852459,0.632172131,0.279713115,0.362704918,0.464139344,0.392418033,0.06352459,0.045081967,0.049180328,77.5204864,80.6763187,158.1968051,84.3558023
,flipUpDown,contrastUp,0.699795082,0.56147541,0.781762295,0.720286885,0.933401639,0.610655738,0.961065574,0.908811475,0.669057377,0.362704918,0.68954918,0.663934426,0.035860656,0.013319672,0.016393443,77.4097422,81.8955499,159.3052921,82.27449
,rotatePlus5deg,contrastUp,0.543032787,0.56147541,0.732581967,0.62397541,0.465163934,0.610655738,0.719262295,0.56352459,0.231557377,0.362704918,0.446721311,0.328893443,0.0625,0.040983607,0.042008197,85.271762,82.9253653,168.1971273,88.7734696
,shearPlus20deg,contrastUp,0.528688525,0.56147541,0.712090164,0.597336066,0.625,0.610655738,0.779713115,0.676229508,0.350409836,0.362704918,0.486680328,0.415983607,0.057377049,0.043032787,0.052254098,324.7135643,81.0137171,405.7272814,331.1274082
,flipLeftRight,contrastDown,0.508196721,0.120901639,0.544057377,0.50102459,0.522540984,0.348360656,0.620901639,0.530737705,0.279713115,0.080942623,0.316598361,0.279713115,0.022540984,0.013319672,0.011270492,78.8863292,81.2340246,160.1203538,83.0225275
,flipUpDown,contrastDown,0.699795082,0.120901639,0.707991803,0.704918033,0.933401639,0.348360656,0.955942623,0.931352459,0.669057377,0.080942623,0.670081967,0.672131148,0.005122951,0.00102459,0.005122951,83.4914043,81.2634734,164.7548777,81.8261874
,rotatePlus5deg,contrastDown,0.543032787,0.120901639,0.568647541,0.550204918,0.465163934,0.348360656,0.56557377,0.463114754,0.231557377,0.080942623,0.277663934,0.231557377,0.040983607,0.018442623,0.020491803,86.6522995,80.1290039,166.7813034,87.2102458
,shearPlus20deg,contrastDown,0.528688525,0.120901639,0.549180328,0.532786885,0.625,0.348360656,0.677254098,0.625,0.350409836,0.080942623,0.37192623,0.356557377,0.033811475,0.014344262,0.020491803,318.8443935,79.0814987,397.9258922,337.475329
,fisheye,brightnessPlus20,0.62397541,0.091188525,0.632172131,0.62192623,0.703893443,0.322745902,0.778688525,0.701844262,0.470286885,0.054303279,0.480532787,0.460040984,0.030737705,0.012295082,0.016393443,12836.30378,79.7460312,12916.04981,12649.67149
,fisheye,brightnessMinus20,0.62397541,0.141393443,0.644467213,0.613729508,0.703893443,0.369877049,0.784836066,0.714139344,0.470286885,0.101434426,0.488729508,0.471311475,0.014344262,0.007172131,0.009221311,12600.72631,79.2976314,12680.02395,12660.7843
,fisheye,contrastUp,0.62397541,0.56147541,0.757172131,0.665983607,0.703893443,0.610655738,0.818647541,0.726434426,0.470286885,0.362704918,0.543032787,0.49897541,0.070696721,0.042008197,0.047131148,12581.52802,78.4959524,12660.02397,10087.98914
,fisheye,contrastDown,0.62397541,0.120901639,0.634221311,0.615778689,0.703893443,0.348360656,0.782786885,0.705942623,0.470286885,0.080942623,0.485655738,0.460040984,0.025614754,0.012295082,0.015368852,7306.292921,51.4993483,7357.792269,7307.856363
,fisheye,blurImage,0.62397541,0.56352459,0.735655738,0.652663934,0.703893443,0.691598361,0.845286885,0.81352459,0.470286885,0.422131148,0.570696721,0.5625,0.044057377,0.043032787,0.051229508,7330.915622,56.3625466,7387.278168,7318.888172
oidvehicle,flipLeftRight,flipUpDown,0.461460446,0.667342799,0.755578093,0.656186613,0.536511156,0.976673428,0.992900609,0.97464503,0.248478702,0.651115619,0.653144016,0.644016227,0.012170385,0.001014199,0.012170385,58.4290465,53.9442292,112.3732757,56.0532388
,flipLeftRight,rotateMinus5deg,0.461460446,0.512170385,0.651115619,0.539553753,0.536511156,0.493914807,0.664300203,0.498985801,0.248478702,0.235294118,0.342799189,0.240365112,0.074036511,0.050709939,0.044624746,53.9661222,57.9877494,111.9538716,60.3327481
,flipLeftRight,rotatePlus5deg,0.461460446,0.495943205,0.647058824,0.539553753,0.536511156,0.477687627,0.661257606,0.497971602,0.248478702,0.206896552,0.331643002,0.239350913,0.090263692,0.055780933,0.055780933,54.0011296,56.7143522,110.7154818,59.2936623
,flipLeftRight,shearMinus20deg,0.461460446,0.464503043,0.625760649,0.506085193,0.536511156,0.53346856,0.68356998,0.568965517,0.248478702,0.239350913,0.351926978,0.288032454,0.079107505,0.074036511,0.074036511,54.147314,240.7541483,294.9014623,243.6903082
,flipLeftRight,shearPlus20deg,0.461460446,0.445233266,0.620689655,0.503042596,0.536511156,0.550709939,0.69979716,0.569979716,0.248478702,0.24137931,0.346855984,0.287018256,0.076064909,0.04969574,0.064908722,53.7756931,242.3973766,296.1730697,242.4841608
,flipUpDown,rotateMinus5deg,0.667342799,0.512170385,0.767748479,0.668356998,0.976673428,0.493914807,0.986815416,0.963488844,0.651115619,0.235294118,0.656186613,0.645030426,0.014198783,0.005070994,0.006085193,53.3093495,56.7033721,110.0127216,59.6216654
,flipUpDown,rotatePlus5deg,0.667342799,0.495943205,0.776876268,0.668356998,0.976673428,0.477687627,0.987829615,0.977687627,0.651115619,0.206896552,0.65821501,0.652129817,0.014198783,0.009127789,0.014198783,53.9757901,57.046507,111.0222971,59.1585315
,flipUpDown,shearMinus20deg,0.667342799,0.464503043,0.743407708,0.6663286,0.976673428,0.53346856,0.99188641,0.970588235,0.651115619,0.239350913,0.659229209,0.648073022,0.011156187,0.003042596,0.007099391,53.9671508,240.8205437,294.7876945,242.1403513
,flipUpDown,shearPlus20deg,0.667342799,0.445233266,0.742393509,0.664300203,0.976673428,0.550709939,0.988843813,0.977687627,0.651115619,0.24137931,0.65821501,0.649087221,0.011156187,0.004056795,0.006085193,53.4003296,240.6814107,294.0817403,241.8695304
,rotateMinus5deg,shearMinus20degrees,0.512170385,0.464503043,0.637931034,0.537525355,0.493914807,0.53346856,0.644016227,0.617647059,0.235294118,0.239350913,0.327586207,0.346855984,0.069979716,0.092292089,0.09127789,57.1250033,240.7374384,297.8624417,265.4831905
,rotateMinus5deg,shearPlus20degrees,0.512170385,0.493914807,0.445233266,0.550709939,0.630831643,0.663286004,0.514198783,0.54158215,0.235294118,0.239350913,0.327586207,0.346855984,0.069979716,0.092292089,0.09127789,0.235294118,0.24137931,0.336713996,0.263691684
,flipLeftRight,blurImage,0.461460446,0.498985801,0.646044625,0.529411765,0.536511156,0.675456389,0.769776876,0.69168357,0.248478702,0.366125761,0.425963489,0.392494929,0.062880325,0.048681542,0.053752535,139.4864381,160.0419844,299.5284225,163.6895571
,flipUpDown,blurImage,0.667342799,0.498985801,0.73326572,0.672413793,0.976673428,0.675456389,0.99188641,0.977687627,0.651115619,0.366125761,0.659229209,0.656186613,0.015212982,0.006085193,0.013184584,145.847161,161.7771449,307.6243059,164.454863
,rotateMinus5deg,blur_image,0.512170385,0.498985801,0.660243408,0.526369168,0.493914807,0.675456389,0.746450304,0.663286004,0.235294118,0.366125761,0.420892495,0.361054767,0.050709939,0.036511156,0.039553753,151.3109294,174.5735092,325.8844386,192.3178297
,rotatePlus5deg,shearMinus20degrees,0.495943205,0.464503043,0.639959432,0.521298174,0.477687627,0.53346856,0.647058824,0.560851927,0.206896552,0.239350913,0.319472617,0.281947262,0.074036511,0.061866126,0.060851927,161.116258,534.6439019,695.7601599,590.9076161
,rotatePlus5deg,shearPlus20degrees,0.495943205,0.445233266,0.623732252,0.528397566,0.477687627,0.550709939,0.659229209,0.631845842,0.206896552,0.24137931,0.326572008,0.340770791,0.072008114,0.093306288,0.095334686,146.1811755,514.7317014,660.9128769,578.3710621
,rotatePlus5deg,blurImage,0.495943205,0.498985801,0.662271805,0.534482759,0.477687627,0.675456389,0.745436105,0.629817444,0.206896552,0.366125761,0.415821501,0.340770791,0.046653144,0.035496957,0.040567951,143.1301543,154.4335542,297.5637085,176.5691683
