Average Values
MRx-object detection,MRy-object detection,compositeMR-object detection,MRx-object classification,MRy-object classification,compositeMR-object classification,MRx-object detection_classification,MRy-object detection_classification,compositeMR-object detection_classification
0.5618160250045467,0.4185141660954553,0.6063539539454548,0.6196661200181821,0.5415293814431819,0.6993227731659093,0.38008909144772746,0.2959531304431822,0.46306547129772785
Median values
MRx-object detection,MRy-object detection,compositeMR-object detection,MRx-object classification,MRy-object classification,compositeMR-object classification,MRx-object detection_classification,MRy-object detection_classification,compositeMR-object detection_classification
0.571860817,0.465263158,0.602765829,0.550709939,0.554736842,0.6728837875,0.31626506,0.3024504825,0.430408472
Shapiro Wilks pvalues
MRx-object detection,MRy-object detection,compositeMR-object detection,MRx-object classification,MRy-object classification,compositeMR-object classification,MRx-object detection_classification,MRy-object detection_classification,compositeMR-object detection_classification
1.5535060811089352e-05,5.3095850334689346e-14,0.002442806726321578,3.590335676165483e-18,4.048544166579404e-09,9.539176089659596e-13,1.6944682351585465e-17,1.6385565051058731e-13,1.4527026803712317e-10
TTest pvalues for MRx
Object Detection-compositeMR:MRx,Object classification-compositeMR:MRx,Object Detection_Classification-compositeMR:MRx
1.7844475228831607e-07,1.1140236681707523e-10,8.953423407668104e-11
TTest pvalues for MRy
Object Detection-compositeMR:MRy,Object classification-compositeMR:MRy,Object Detection_Classification-compositeMR:MRy
9.333622745947621e-47,1.1662853368125964e-33,3.1250136287303587e-34
A12 Test results for MRx
Object Detection-compositeMR:MRx,Object classification-compositeMR:MRx,Object Detection_Classification-compositeMR:MRx
0.6005294421487604,0.6378615702479339,0.6424974173553719
A12 Test results for MRy
Object Detection-compositeMR:MRy,Object classification-compositeMR:MRy,Object Detection_Classification-compositeMR:MRy
0.7353770661157025,0.7159220041322314,0.7265728305785124
A12 Test labels for MRx
Object Detection-compositeMR:MRx,Object classification-compositeMR:MRx,Object Detection_Classification-compositeMR:MRx
S+,S+,S+
A12 Test labels for MRy
Object Detection-compositeMR:MRy,Object classification-compositeMR:MRy,Object Detection_Classification-compositeMR:MRy
M+,M+,M+
